"journal_title","scopus_yes","oa_yes","dim_yes"
"Journal of Nutrition Education and Behavior",0,1,0
"Journal of Nutritional Science",0,1,0
"Journal of Opioid Management",0,1,0
"Journal of Personality",0,1,0
"Journal of Personalized Medicine",0,1,0
"Journal of Public Child Welfare",0,1,0
"Journal of Public Health",0,1,0
"Journal of Public Health Dentistry",0,1,0
"Journal of Regional Science",0,1,0
"Journal of Religion and Health",0,1,0
"Journal of Rural Studies",1,1,1
"Journal of Scientific Innovation in Medicine",0,1,0
"Journal of Soil and Water Conservation",1,0,0
"Journal of Substance Abuse Treatment",0,1,0
"Journal of Substance Use and Addiction Treatment",0,1,0
"Journal of Surgical Oncology",0,1,0
"Journal of Thoracic Oncology",0,1,0
"Journal of Urban Health",0,1,0
"Journal of Vascular Surgery",0,1,0
"Journal of Vascular and Interventional Radiology",0,1,0
"Journal of neurosurgery",0,1,0
"Journal of risk and financial management",0,1,0
"Journal of the Academy of Nutrition and Dietetics",0,1,0
"Journal of the American Academy of Dermatology",0,1,0
"Journal of the American Medical Directors Association",0,1,0
"Journal of the National Comprehensive Cancer Network",0,1,0
"Journal of the Science of Food and Agriculture",0,0,1
"Land",0,1,0
"Land Economics",1,1,0
"Land Use Policy",1,0,1
"Landscape and Urban Planning",0,1,0
"Leukemia & lymphoma/Leukemia and lymphoma",0,1,0
"Marshall Journal of Medicine",0,1,0
"Medical Care",0,1,0
"Medicine",0,1,0
"Natural Hazards",0,1,0
"Natural Sciences Education",1,0,0
"Nature Water",0,1,0
"Neuro-Oncology",0,1,0
"Nursing Forum",0,1,0
"OTO Open",0,1,0
"Observational Studies",0,1,0
"Online Journal of Rural Nursing and Health Care",0,1,0
"Online Journal of Rural Research & Policy",0,1,0
"Open Forum Infectious Diseases",0,1,0
"Open Journal of Obstetrics and Gynecology",0,1,0
"PLOS Digital Health",0,1,0
"PLOS Global Public Health",0,1,0
"PLoS Medicine",0,1,0
"PLoS ONE",0,1,0
"PRiMER",0,1,0
"Perspectives on Public Management and Governance",1,0,1
"Population Research and Policy Review",0,1,0
"Population and Environment",0,1,0
"Preventing Chronic Disease",0,1,0
"Preventive Medicine",0,1,0
"Preventive Medicine Reports",0,1,0
"Proceedings of the ACM on Human-Computer Interaction",0,1,0
"Proceedings of the National Academy of Sciences",0,1,0
"Psychiatric Services",0,1,0
"Public Health Nutrition",0,1,0
"Q Open",0,1,0
"RSF The Russell Sage Foundation Journal of the Social Sciences",0,1,0
"Renewable Agriculture and Food Systems",0,1,0
"Research in Gerontological Nursing",0,1,0
"Resource and Energy Economics",0,1,0
"Review of Regional Studies",0,1,0
"Rural Sociology",0,1,0
"Rural and Remote Health",0,1,0
"Russia and America in the 21st Century",0,1,0
"SSM - Population Health",0,1,0
"SSRN Electronic Journal",0,1,0
"Scientific Data",0,1,0
"Sexually Transmitted Diseases",0,1,0
"Sexually Transmitted Infections",0,1,0
"Small Business Economics",0,1,0
"Social Problems",0,1,0
"Social Science & Medicine",0,1,0
"Social Sciences",0,1,0
"Society & Natural Resources",0,1,1
"Sociological Quarterly",0,1,0
"Sociology Mind",0,1,0
"Southern Economic Journal",0,1,0
"Spatial and Spatio-temporal Epidemiology",0,1,0
"Statistical Journal of the IAOS",0,1,0
"Stats",0,1,0
"Studies in Conflict and Terrorism",0,1,0
"Substance Use & Misuse",0,1,0
"Supportive Care in Cancer",0,1,0
"Sustainability (Switzerland)",1,0,1
"Telecommunications Policy",0,1,0
"Telemedicine Journal and e-Health",0,1,0
"The American Journal of Drug and Alcohol Abuse",0,1,0
"The American Journal of Emergency Medicine",0,1,0
"The American Journal of Surgery",0,1,0
"The Annals of Family Medicine",0,1,0
"The Annals of Regional Science",0,1,0
"The Annals of the American Academy of Political and Social Science",0,1,0
"The Journal Of Hand Surgery",0,1,0
"The Journal of Behavioral Health Services & Research",0,1,0
"The Journal of Pediatrics",0,1,0
"The Journal of Rural Health",0,1,0
"The Journal of Urology",0,1,0
"The Journal of the American Board of Family Medicine",0,1,0
"The Lancet Public Health",0,1,0
"The Social Science Journal",0,1,0
"Translational Behavioral Medicine",0,1,0
"Travel Behaviour and Society",0,1,0
"Urologic Oncology Seminars and Original Investigations",0,1,0
"Vector-Borne and Zoonotic Diseases",0,1,0
"Weather Climate and Society",0,1,0
"World Development",0,1,0
"npj Parkinson s Disease",0,1,0
"npj Viruses",0,1,0
