"journal_title","scopus_yes","oa_yes","dim_yes"
"Geneva Papers on Risk and Insurance: Issues and Practice",1,0,1
"GeoHealth",0,1,0
"Geoforum",0,1,0
"Geographical Review",0,1,0
"Geophysical Research Letters",0,1,0
"Geoscience Data Journal",0,1,0
"Geosciences",0,1,0
"Geospatial health",0,1,0
"Global Biogeochemical Cycles",0,1,0
"Global Change Biology",0,1,0
"Global Environmental Change",0,1,0
"Global Food Security",0,1,0
"Great Plains research",0,1,0
"Growth and Change",0,1,0
"Harvard data science review",0,1,0
"Health Education",1,0,0
"Histoire & Mesure",0,1,0
"Historia Agraria Revista de agricultura e historia rural",0,1,0
"HortScience",0,1,0
"HortTechnology",0,1,0
"Horticulturae",0,1,0
"Human Dimensions of Wildlife",0,1,0
"Human Ecology Review",0,1,0
"Humanity & Society",0,1,0
"Hydrology",0,1,0
"Hydrology and earth system sciences",0,1,0
"IEEE Access",1,0,0
"IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing",0,1,0
"IJARKE Business & Management Journal",0,1,0
"IMF country report",0,1,0
"IOP Conference Series Earth and Environmental Science",0,1,0
"ISEE Conference Abstracts",0,1,0
"ISPRS International Journal of Geo-Information",0,1,0
"ISPRS Journal of Photogrammetry and Remote Sensing",0,1,0
"Industrial Crops and Products",0,1,0
"Information (Switzerland)",1,0,0
"Informe GEPEC",0,1,0
"Integrated Environmental Assessment and Management",0,1,0
"Integrating Materials and Manufacturing Innovation",1,0,0
"International Economic Review",0,1,0
"International Food and Agribusiness Management Review",1,0,1
"International Journal of Agricultural Sustainability",0,1,0
"International Journal of Agriculture and Natural Resources",1,1,0
"International Journal of Applied Earth Observation and Geoinformation",0,1,0
"International Journal of Biodiversity Science Ecosystems Services & Management",0,1,0
"International Journal of Climate Change Strategies and Management",0,1,0
"International Journal of Economics and Finance",0,1,0
"International Journal of Environmental Research and Public Health",0,1,0
"International Journal of Environmental Science and Development",0,1,0
"International Journal of Fauna and Biological Studies",0,1,0
"International Journal of Hygiene and Environmental Health",0,1,0
"International Journal of Industrial Engineering and Management",1,0,0
"International Journal of Regional Development",0,1,0
"International Journal of Remote Sensing",1,1,1
"International Journal of Rural Criminology",0,1,0
"International Journal of Sport Management and Marketing",0,1,0
"International Journal of Sustainable Development & World Ecology",0,1,0
"International Journal of Water Resources Development",0,1,0
"International Regional Science Review",0,1,1
"International Soil and Water Conservation Research",1,1,1
"International Turfgrass Society research journal",0,1,0
"International journal of food science and agriculture",0,1,0
"JAWRA Journal of the American Water Resources Association",0,1,0
"JDS Communications",0,1,0
"JMIR Formative Research",0,1,0
"Journal for Nature Conservation",0,1,0
"Journal for the Scientific Study of Religion",0,1,0
"Journal of Accounting Ethics & Public Policy",0,1,0
"Journal of Affective Disorders",0,1,0
"Journal of African American Studies",0,1,0
"Journal of Agrarian Change",0,1,0
"Journal of Agribusiness in Developing and Emerging Economies",1,1,1
"Journal of Agricultural Biological and Environmental Statistics",0,1,0
"Journal of Agricultural Economics",1,1,1
"Journal of Agricultural Extension and Rural Development",0,1,1
"Journal of Agricultural Meteorology",0,1,0
"Journal of Agricultural Safety and Health",0,1,0
"Journal of Agricultural Science",0,1,0
"Journal of Agricultural Science and Technology A",0,1,0
"Journal of Agricultural and Applied Economics",1,1,1
"Journal of Agricultural and Food Industrial Organization",1,0,0
"Journal of Agricultural and Resource Economics",1,0,0
"Journal of Agriculture Food Systems and Community Development",1,1,1
"Journal of Agro-Technology and Rural Sciences",0,1,0
"Journal of Agromedicine",0,1,0
"Journal of Amish and Plain Anabaptist Studies",0,1,0
"Journal of Animal Ecology",0,1,0
"Journal of Animal Science",0,1,0
"Journal of Apicultural Research",0,1,0
"Journal of Applied Aquaculture",0,1,0
"Journal of Applied Business and Economics",0,1,0
"Journal of Applied Communications",0,1,0
"Journal of Applied Ecology",0,0,1
"Journal of Applied Farm Economics",0,1,0
"Journal of Applied Meteorology and Climatology",0,1,0
"Journal of Applied Poultry Research",1,0,1
"Journal of Applied Statistics",0,1,0
"Journal of Arid Environments",0,1,0
"Journal of Artificial Societies and Social Simulation",0,1,0
"Journal of Business & Economics Research (JBER)",0,1,0
"Journal of Cleaner Production",1,1,1
"Journal of Climate",0,1,0
"Journal of Commodity Markets",0,0,1
"Journal of Community Health",0,1,0
"Journal of Contemporary Water Research & Education",0,1,0
"Journal of Crop Improvement",0,1,0
"Journal of Dairy Science",1,1,0
"Journal of Economic Issues",0,1,0
"Journal of Entrepreneurship and Sustainability Issues",0,1,0
"Journal of Environmental Economics and Management",0,1,0
"Journal of Environmental Economics and Policy",1,0,1
"Journal of Environmental Horticulture",0,1,0
"Journal of Environmental Management",1,1,0
"Journal of Environmental Planning and Management",1,1,0
"Journal of Environmental Psychology",0,1,0
"Journal of Environmental Quality",1,0,1
"Journal of European Public Policy",0,0,1
"Journal of Extension",0,1,0
"Journal of Family Business Management",1,1,0
"Journal of Family Communication",0,1,0
"Journal of Food Composition and Analysis",0,1,0
"Journal of Forest Economics",0,1,1
"Journal of Forestry",0,1,0
"Journal of Geography",0,1,0
"Journal of Geography and Geology",0,1,0
"Journal of Geophysical Research Atmospheres",0,1,0
"Journal of Geophysical Research Biogeosciences",0,1,0
"Journal of Geoscience and Environment Protection",0,1,0
"Journal of Great Lakes Research",0,1,0
"Journal of Hunger & Environmental Nutrition",0,1,0
"Journal of Hydrologic Engineering",0,1,0
"Journal of Hydrology",0,1,0
"Journal of Hydrometeorology",0,1,0
"Journal of Industrial Economics",1,0,0
"Journal of Institutional Economics",0,1,0
"Journal of Integrated Pest Management",0,1,0
"Journal of Integrative Agriculture",0,1,0
"Journal of Irrigation and Drainage Engineering",0,1,0
"Journal of Korean Society for Atmospheric Environment",0,1,0
"Journal of Land Use Science",0,1,0
"Journal of Management and Sustainability",0,1,0
"Journal of Maps",0,1,0
"Journal of Medical Entomology",0,1,0
"Journal of Nutrition Education and Behavior",0,1,0
"Journal of Official Statistics",1,1,1
"Journal of Planning Education and Research",0,1,0
"Journal of Planning Literature",0,1,0
"Journal of Plant Physiology",1,0,0
"Journal of Policy Modeling",1,0,0
"Journal of Public Economics",1,1,1
"Journal of Regulatory Science",0,1,0
"Journal of Rural Social Sciences",0,1,0
"Journal of Rural Studies",0,1,0
"Journal of Science Policy & Governance",0,1,0
"Journal of Science and Technology Policy Management",0,1,0
"Journal of Soil and Water Conservation",1,1,0
"Journal of South Carolina water resources",0,1,0
"Journal of Survey Statistics and Methodology",0,1,1
"Journal of Sustainable Bioenergy Systems",0,1,0
"Journal of Sustainable Tourism",0,1,0
"Journal of Veterinary Medical Education",0,1,0
"Journal of Water Resources Planning and Management",0,1,0
"Journal of Water and Land Development",1,0,0
"Journal of Wildlife Management",0,1,0
"Journal of risk and financial management",0,1,0
"Journal of the ASABE",0,1,0
"Journal of the Agricultural and Applied Economics Association",0,1,1
"Journal of the American Veterinary Medical Association",0,1,0
"Journal of the Association of Environmental and Resource Economists",0,1,0
"Journal of the History of Economic Thought",0,1,0
"Journal of the Royal Statistical Society Series A (Statistics in Society)",0,1,0
"Journal of the World Aquaculture Society",0,1,0
"Jurnal Manajemen dan Agribisnis",0,1,0
"Kz-gazdasg",0,1,0
"Labour Economics",1,0,1
"Land",1,1,0
"Land Degradation and Development",0,0,1
"Land Economics",1,1,0
"Land Use Policy",1,1,1
"Landscape Ecology",0,1,0
"Landscape and Urban Planning",0,1,0
"Life The Excitement of Biology",0,1,0
"Local Environment",0,1,0
"Michigan Law Review",0,1,0
"Microbiology Spectrum",0,0,1
"Mitigation and Adaptation Strategies for Global Change",1,1,0
"Multivariate Behavioral Research",1,0,0
"Mycologia",0,1,0
"NACTA Journal",0,1,0
"National Quail Symposium Proceedings",0,1,0
"Natural Hazards",0,1,0
"Natural Resource Modeling",0,1,0
"Natural hazards and earth system sciences",0,1,0
"Nature",0,1,0
"Nature Communications",1,0,1
"Nature Food",0,1,1
"Nature Sustainability",1,1,1
"Nitrogen",0,1,0
"Nordia Geographical Publications",0,1,0
"Northeastern Naturalist",0,1,0
"Notulae Botanicae Horti Agrobotanici Cluj-Napoca",1,0,0
"Nursing Science Quarterly",0,1,0
"Nutrients",0,1,0
"Oecologia",0,1,0
"One Health",0,1,0
"Ontario History",0,1,0
"Organic Agriculture",0,1,0
"Organic Farming",0,1,0
"Outlook on Agriculture",0,1,0
"PLOS Climate",0,1,0
"PLOS ONE",0,0,1
"PLoS Biology",0,1,0
"PLoS Computational Biology",0,1,0
"PLoS ONE",1,1,0
"Pakistan Journal of Agricultural Research",0,1,0
"Palgrave Communications",0,1,0
"Pathogens",0,1,0
"Pest Management Science",1,1,1
"Philosophical Transactions of the Royal Society A Mathematical Physical and Engineering Sciences",0,1,0
"Photogrammetric Engineering & Remote Sensing",0,1,0
"Physiologia Plantarum",1,0,0
"Phytopathology",1,1,0
"Plant Cell Tissue and Organ Culture (PCTOC)",0,1,0
"Plant Disease",0,1,0
"Plant Health Progress",0,1,0
"Plant Methods",0,1,0
"Political Geography",0,1,0
"Political Research Quarterly",0,1,0
"Potravinarstvo Slovak Journal of Food Sciences",1,0,0
"Poultry Science",1,0,0
"Precision Agriculture",1,1,1
"Pressacademia",0,1,0
"Preventive Veterinary Medicine",0,1,0
"Proceedings of the ACM on Human-Computer Interaction",0,1,0
"Proceedings of the National Academy of Sciences",0,1,0
"Proceedings of the National Academy of Sciences of the United States of America",1,0,1
"Processes",0,1,0
"Professional Animal Scientist",1,0,1
"Qualitative Sociology Review",0,1,0
"Rangeland Ecology & Management",0,1,0
"Rangelands",1,0,1
"Regional Environmental Change",0,1,0
"Remote Sensing",1,1,1
"Remote Sensing of Environment",0,1,0
"Renewable Agriculture and Food Systems",0,1,1
"Renewable and Sustainable Energy Reviews",0,1,1
"Research Society and Development",0,1,0
"Research in Veterinary Science",0,1,0
"Resources Conservation and Recycling",0,1,1
"Rethinking Marxism",0,1,0
"Review of Agricultural Food and Environmental Studies",0,1,0
"Review of Economics and Finance",0,1,0
"Review of Industrial Organization",0,1,0
"Review of International Political Economy",1,0,0
"Review of Regional Studies",0,1,0
"Revista Brasileira de Milho e Sorgo",0,1,0
"Revista Gesto & Sustentabilidade Ambiental",0,1,0
"Revista RIVAR",0,1,0
"Revista de Economia e Sociologia Rural",0,1,0
"Risk Analysis",0,1,0
"Rural Sociology",0,1,0
"Russia and America in the 21st Century",0,1,0
"Russian Journal of Economics",0,1,0
"Russian Peasant Studies",0,1,0
"SSRN Electronic Journal",0,1,0
"Safety",0,1,0
"Safety Science",0,1,0
"Sankhya B",1,0,0
"Science of the Total Environment",1,0,1
"Scientia agrria paranaensis/Revista scientia agrria paranaensis",0,1,0
"Scientific Data",0,1,1
"Scientific Electronic Archives",0,1,0
"Scientific Reports",1,1,1
"Scientific investigations report",0,1,0
"Semina Cincias Agrrias",0,1,0
"Smart Agricultural Technology",0,1,0
"Smart Cities",0,0,1
"Social Science History",0,1,0
"Society & Natural Resources",0,1,0
"Society and Natural Resources",1,0,0
"Socio-Ecological Practice Research",0,1,1
"Sociologia Ruralis",1,0,0
"Sociological Methods and Research",1,0,0
"Soil Security",0,0,1
"Soil Systems",0,1,0
"Soil and Tillage Research",0,1,0
"Southeastern Naturalist",0,1,0
"Statistical Journal of the IAOS",0,1,0
"Statistical Science",1,0,0
"Stats",0,1,0
"Studies in Agricultural Economics",1,0,0
"Survey Practice",0,1,0
"Survey Research Methods",1,0,0
"Sustainability",0,1,1
"Sustainability (Switzerland)",1,0,1
"Sustainable Agriculture Research",0,1,0
"Sustainable Computing: Informatics and Systems",1,0,0
"Sustainable Water Resources Management",0,1,0
"Systems",0,1,0
"Technology in Horticulture",0,1,0
"Technology in Society",1,0,1
"Telecommunications Policy",1,0,1
"Texas Water Journal",0,1,0
"The AAG Review of Books",0,1,0
"The Bovine Practitioner",0,1,0
"The Economic History Review",0,1,0
"The Extractive Industries and Society",0,1,0
"The Federal Reserve Bank of Kansas City Economic Review",0,1,0
"The Federal Reserve Bank of Kansas City Research Working Papers",0,1,0
"The Geneva Papers on Risk and Insurance Issues and Practice",0,1,0
"The Holocene",0,1,0
"The Indian Journal of Agricultural Sciences",0,1,0
"The International Food and Agribusiness Management Review",0,1,0
"The International Journal of Life Cycle Assessment",0,1,0
"The Journal for Nurse Practitioners",0,1,0
"The Journal of Agricultural Education and Extension",0,1,0
"The Journal of Economic History",0,1,0
"The Journal of Open Source Software",0,1,0
"The Journal of Peasant Studies",0,1,0
"The Journal of Rural Health",0,1,0
"The Open Agriculture Journal",0,1,0
"The Plant Phenome Journal",0,1,0
"The Professional Animal Scientist",0,1,0
"The Quarterly Journal of Economics",0,1,0
"The RAND Journal of Economics",0,1,0
"The Science of The Total Environment",0,1,1
"The Undergraduate Historical Journal at UC Merced",0,1,0
"The international archives of the photogrammetry remote sensing and spatial information sciences/International archives of the photogrammetry remote sensing and spatial information sciences",0,1,0
"The journal of cotton science/Journal of cotton science",0,1,0
"Therya",0,1,0
"Topoi",0,1,0
"Tourism Management",0,1,0
"Toxics",0,1,0
"Transactions of the ASABE",0,1,0
"Translational Animal Science",0,1,0
"Transportation Research Record Journal of the Transportation Research Board",0,1,0
"Trends in Food Science & Technology",0,1,0
"UC Merced Undergraduate Research Journal",0,1,0
"Urban Agriculture & Regional Food Systems",0,1,0
"Urban Science",0,1,0
"Vector-Borne and Zoonotic Diseases",0,1,0
"Veterinary Medicine International",0,1,0
"Veterinary Parasitology",0,1,0
"Veterinary Sciences",0,1,0
"Waste Management & Research The Journal for a Sustainable Circular Economy",0,1,0
"Water",0,1,0
"Water Policy",0,1,0
"Water Research",1,1,1
"Water Resources Research",0,1,0
"Water Resources and Economics",0,1,0
"Weather Climate and Society",0,1,0
"Weed Science",0,1,0
"Weed Technology",1,1,1
"Wetlands",0,1,0
"Wildlife Society Bulletin",0,1,0
"Workplace Health & Safety",0,1,0
"Workplace Health and Safety",1,0,1
"World Development",1,1,1
"Wyoming Law Review",0,1,0
"Zagadnienia Ekonomiki Rolnej / Problems of Agricultural Economics",0,1,0
"Zbornik radova Departmana za geografiju turizam i hotelijerstvo",0,1,0
"ethic - An international Journal for Moral Phylosophy",0,1,0
