journal_title,Scopus only,OpenAlex Seed only,OpenAlex FT only,Dimensions only,Scopus ∩ OA Seed,Scopus ∩ OA FT,Scopus ∩ Dimensions,OA Seed ∩ OA FT,OA Seed ∩ Dimensions,OA FT ∩ Dimensions,Scopus ∩ OA Seed ∩ OA FT,Scopus ∩ OA Seed ∩ Dimensions,Scopus ∩ OA FT ∩ Dimensions,OA Seed ∩ OA FT ∩ Dimensions,Scopus ∩ OA Seed ∩ OA FT ∩ Dimensions
CA Cancer Journal for Clinicians,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Canadian Journal of Agricultural Economics,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
City and Community,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Developmental Psychobiology,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Ecology of Food and Nutrition,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Economic Inquiry,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Empirical Economics,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Geographical Analysis,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Health Promotion Practice,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
International Journal of Health Geographics,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Journal of Agribusiness in Developing and Emerging Economies,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Journal of Clinical Endocrinology and Metabolism,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Journal of Economic and Social Measurement,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Journal of Health Economics,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Journal of Policy Analysis and Management,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Journal of Public Health (Germany),0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Journal of Urban Planning and Development,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Journal of the American Psychiatric Nurses Association,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Marketing Letters,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Molecular Nutrition and Food Research,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Nutrition,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Nutrition Today,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Pediatrics,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Physiology and Behavior,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Preventing Chronic Disease,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Public Health Reports,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
Renewable Agriculture and Food Systems,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
SSRN Electronic Journal,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
The FASEB Journal,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
Urban Studies,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
American Journal of Obstetrics and Gynecology,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Aquaculture Economics & Management,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Childhood Obesity,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Collaborations A Journal of Community-Based Research and ...,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Ecological Economics,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Food Quality and Preference,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Health Equity,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Humanomics,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
International Journal of Contemporary Hospitality Management,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Journal of Aging Research and Lifestyle,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Journal of Agriculture and Food Research,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Journal of Public Economics,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Journal of Rural Studies,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Journal of Transport and Health,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Local Environment,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Sustainability,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Sustainable Cities and Society,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Agricultural Economics,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
American Journal of Epidemiology,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Journal of Perinatology,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Annals of Behavioral Medicine,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Annual Review of Nutrition,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Australian Journal of Agricultural and Resource Economics,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
BioScience,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Childhood obesity (Print),0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Ciencia e Saude Coletiva,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cognition,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Current Atherosclerosis Reports,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Diabetes Care,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Economic Journal,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Environment and Planning A Economy and Space,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
European Journal of Public Health,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Family & Community Health,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Foods,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
GeoJournal,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Health Economics,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Health Education and Behavior,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Health Psychology,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IEEE Access,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
International Food and Agribusiness Management Review,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JMIR mhealth and uhealth,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Journal of Affective Disorders,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Agricultural and Food Industrial Organization,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Journal of Consumer Affairs,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Economic Surveys,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Journal of Human Resources,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Human Sciences and Extension,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Nutrition in Gerontology and Geriatrics,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Survey Statistics and Methodology,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Journal of Transport & Health,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Journal of Transportation Engineering Part A: Systems,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of the Association of Environmental and Resource ...,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monthly Labor Review,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nutrition Reviews,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Nutrition and Cancer,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Nutrition and Dietary Supplements,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Obesity Reviews,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Online Journal of Rural Nursing and Health Care,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
PLOS Global Public Health,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
PRIMUS,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Papers in Applied Geography,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raumforschung und Raumordnung,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Science of the Total Environment,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Social Science & Medicine,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Sociological Methods and Research,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Survey Research Methods,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sustainability (Switzerland),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Joint Commission Journal on Quality and Patient Safety,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
The Journal of Human Resources,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
The Professional Geographer,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
The Science of The Total Environment,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Transportation Research Part D Transport and Environment,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
VOLUNTAS International Journal of Voluntary and Nonprofit...,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Academic Pediatrics,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Agriculture,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Agriculture & Food Security,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BMC Research Notes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canadian Journal of Agricultural Economics/Revue canadien...,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Children,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Children and Youth Services Review,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cities,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cities and Health,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crime Science,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Criminal Justice and Behavior,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Development and Psychopathology,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Educational and Psychological Measurement,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Family Medicine,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Food Culture & Society,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Food Science and Nutrition,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Food and Foodways,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Frontiers in Cardiovascular Medicine,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frontiers in Conservation Science,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frontiers in Sustainable Food Systems,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Geriatrics (Switzerland),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Health Services Research,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
International Journal for Equity in Health,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
International Journal of Developing Country Studies,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Agricultural & Food Industrial Organization,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Journal of Cannabis Research,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Clinical Oncology,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Community Health,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Functional Foods,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Immigrant and Minority Health,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Public Health,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Journal of the Agricultural and Applied Economics Associa...,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Journal of the American Heart Association,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Journal of the American Planning Association,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maternal and Child Health Journal,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Maternal and Child Nutrition,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Nephrology & Renal Therapy,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Nutrition and Diabetes,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Obstetrics and Gynecology,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Population Health Metrics,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SN Business & Economics,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Scientific Reports,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Social Indicators Research,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Stroke,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Journal of Development Studies,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Journal of Infectious Diseases,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Journal of the American Board of Family Medicine,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The journal of nutrition health & aging,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
