journal_title,Scopus only,OpenAlex Seed only,OpenAlex FT only,Dimensions only,Scopus ∩ OA Seed,Scopus ∩ OA FT,Scopus ∩ Dimensions,OA Seed ∩ OA FT,OA Seed ∩ Dimensions,OA FT ∩ Dimensions,Scopus ∩ OA Seed ∩ OA FT,Scopus ∩ OA Seed ∩ Dimensions,Scopus ∩ OA FT ∩ Dimensions,OA Seed ∩ OA FT ∩ Dimensions,Scopus ∩ OA Seed ∩ OA FT ∩ Dimensions
Spatial and Spatio-temporal Epidemiology,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0
Telemedicine and e-Health,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
The Journal of the American Board of Family Medicine,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0
Journal of Substance Use and Addiction Treatment,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0
AIDS and Behavior,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
Agribusiness,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
American Journal of Emergency Medicine,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
American Journal of Orthopsychiatry,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
Cancers,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
Community Development,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
Contemporary Clinical Trials,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
Environmental Pollution,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
General Hospital Psychiatry,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
International Journal of Gynecological Cancer,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
JAMA Oncology,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
Journal of School Health,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
Journal of Thoracic Oncology,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
Journal of the Academy of Nutrition and Dietetics,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
Obstetrics and Gynecology,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
Pediatrics,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
Rural Mental Health,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
Obesity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
Practical Radiation Oncology,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
American Journal of Infection Control,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
American Journal of Ophthalmology,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
American Journal of Surgery,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
Annals of Surgery,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
Child Abuse and Neglect,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
Clinical Lymphoma Myeloma and Leukemia,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
Growth and Change,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
Harm Reduction Journal,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
International Journal of Colorectal Disease,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
JAMA Pediatrics,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
Journal of the American College of Radiology,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
MMWR Surveillance Summaries,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
Population Space and Place,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
Population and Environment,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
Psychiatric Services,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
RSF,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rural Special Education Quarterly,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
Sexually Transmitted Diseases,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
Substance Use & Misuse,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
The American Surgeon,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
The Annals of Regional Science,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
Tobacco Control,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
Translational Behavioral Medicine,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
Victims and Offenders,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
Open Forum Infectious Diseases,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
Academic Emergency Medicine,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Agricultural and Resource Economics Review,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
American Journal on Addictions,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Annals of Behavioral Medicine,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Annals of the American Academy of Political and Social Sc...,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Archives of Physical Medicine and Rehabilitation,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Clinical Genitourinary Cancer,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Clinical Infectious Diseases,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Clinical and Translational Science,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Diabetes Research and Clinical Practice,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Energy Economics,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
Environmental Research Letters,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Geriatric Nursing,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
Health Promotion Practice,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Health Services and Outcomes Research Methodology,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
Health and Social Care in the Community,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Healthcare (Switzerland),0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
Homicide Studies,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Housing Policy Debate,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Journal of Agricultural Biological and Environmental Stat...,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Journal of Gerontological Social Work,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Journal of Human Lactation,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Journal of Medical Systems,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Journal of Pharmacy Practice,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Journal of Public Child Welfare,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Journal of Social Service Research,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Movement Disorders,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Nursing Research,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
Otolaryngology - Head and Neck Surgery (United States),0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Prevention Science,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
Proceedings of the National Academy of Sciences of the Un...,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Review of Regional Studies,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
Science of the Total Environment,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Telemedicine Journal and e-Health,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
Urban Forestry and Urban Greening,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Vaccine,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Western Journal of Nursing Research,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Women's Health Issues,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Agriculture and Human Values,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
BMC Health Services Research,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
Energy Policy,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
Injury Epidemiology,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
International Journal of Behavioral Nutrition and Physica...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
JAMA Health Forum,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
JMIR Formative Research,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
JMIR mHealth and uHealth,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
Journal of Agriculture Food Systems and Community Develop...,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
Journal of Appalachian health,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
Journal of Geriatric Oncology,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
Research in Social and Administrative Pharmacy,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
American Behavioral Scientist,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
American Journal of Clinical Oncology,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
American Journal of Drug and Alcohol Abuse,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
American Surgeon,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Annals of the American Association of Geographers,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Annals of the American Thoracic Society,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Archives of Public Health,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
BJU International,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Birth Defects Research,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Cancer Control,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
Chronic Illness,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
Circulation,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Contraception,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Criminal Justice Review,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Criminal Justice Studies,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Current Developments in Nutrition,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
Earth System Science Data,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
Ecology of Food and Nutrition,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
Energy Research & Social Science,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Fertility and Sterility,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Food Security,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
Frontiers in Sustainable Cities,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
Gastroenterology,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Global Biogeochemical Cycles,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
Head & Neck,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
Home Healthcare Now,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
HortTechnology,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Hospital Pediatrics,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Human Vaccines & Immunotherapeutics,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Injury,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Injury Prevention,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
International Journal of Obesity,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
International Journal of Production Economics,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
International Journal on Child Maltreatment: Research Pol...,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
JAMA - Journal of the American Medical Association,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
Journal of Addictive Diseases,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Journal of Adolescent Health,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Journal of American College Health,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Journal of Biomedical Research,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Journal of Clinical Psychology,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Journal of Crime and Justice,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Journal of Dental Research,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
Journal of Developmental and Behavioral Pediatrics,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Journal of Economic Geography,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Journal of Environmental Planning and Management,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Journal of Environmental Psychology,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Journal of Extension,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
Journal of Hunger & Environmental Nutrition,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
Journal of Land Use Science,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
Journal of Maternal-Fetal and Neonatal Medicine,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Journal of Nutrition Health and Aging,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
Journal of Pain and Symptom Management,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Journal of Palliative Medicine,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Journal of Psychoactive Drugs,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Journal of Public Health (United Kingdom),0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
Journal of Racial and Ethnic Health Disparities,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Journal of Regional Science,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Journal of Telemedicine and Telecare,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Journal of Trauma and Acute Care Surgery,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Justice Evaluation Journal,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Landscape and Urban Planning,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Leukemia and Lymphoma,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Medical Care Research and Review,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Military Behavioral Health,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
Natural Hazards,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Otology & Neurotology,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
PLoS Medicine,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
Pediatric Research,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
Psychological Services,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
Public Health,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Public Health Nursing,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Research Policy,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Small Business Economics,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Sociological Inquiry,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Surgery (United States),0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
The Journals of Gerontology Series B,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
Topics in Clinical Nutrition,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
Applied Clinical Informatics,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
BMC Medical Informatics and Decision Making,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
Children and Youth Services Review,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
Computers Environment and Urban Systems,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
Cureus,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
Family Medicine,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
Health Services Insights,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
International Journal of Public Health,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
JAMA Dermatology,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
JNCI Cancer Spectrum,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
Journal of Criminal Justice,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
Journal of the Agricultural and Applied Economics Associa...,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Nonprofit and Voluntary Sector Quarterly,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
Scientific Reports,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
Sustainability,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
The Journal of Behavioral Health Services & Research,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
Tobacco Induced Diseases,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
ACM Transactions on Spatial Algorithms and Systems,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Accident Analysis and Prevention,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Acta Dermato-Venereologica,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Addiction Science & Clinical Practice,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
Aging and Mental Health,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Agricultural Finance Review,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Alcoholism: Clinical and Experimental Research,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
American Journal of Audiology,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
American Journal of Geriatric Psychiatry,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
American Journal of Health Behavior,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
American Journal of Industrial Medicine,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
American Journal of Speech-Language Pathology,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
American Journal of Transplantation,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Annals of Emergency Medicine,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Annals of Internal Medicine,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Annals of Thoracic Surgery,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Arthritis Care and Research,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
BMC Cancer,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
BioScience,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Bladder Cancer,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Blood,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
British Journal of Ophthalmology,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Cancer Investigation,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Cancer Reports,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Cephalalgia,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Child Abuse & Neglect,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
Child Maltreatment,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
Child and Adolescent Mental Health,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
