journal_title,Scopus only,OpenAlex Seed only,OpenAlex FT only,Dimensions only,Scopus ∩ OA Seed,Scopus ∩ OA FT,Scopus ∩ Dimensions,OA Seed ∩ OA FT,OA Seed ∩ Dimensions,OA FT ∩ Dimensions,Scopus ∩ OA Seed ∩ OA FT,Scopus ∩ OA Seed ∩ Dimensions,Scopus ∩ OA FT ∩ Dimensions,OA Seed ∩ OA FT ∩ Dimensions,Scopus ∩ OA Seed ∩ OA FT ∩ Dimensions
Applied Energy,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
Applied Engineering in Agriculture,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Aquaculture Economics & Management,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
Ecological Modelling,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
Environmental Science & Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
Forest Policy and Economics,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Frontiers in Climate,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
Frontiers in Environmental Science,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
Geneva Papers on Risk and Insurance: Issues and Practice,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
Global Environmental Change,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Hydrology and earth system sciences,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
International Journal of Remote Sensing,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
International Soil and Water Conservation Research,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
Journal of Agribusiness in Developing and Emerging Economies,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
Journal of Agricultural Safety and Health,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Agromedicine,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Animal Science,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Public Economics,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
Journal of Rural Studies,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Plant Disease,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Preventive Veterinary Medicine,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Society and Natural Resources,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
Transactions of the ASABE,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Water,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Water Research,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
Agricultural Economics,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Agricultural and Environmental Letters,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Agricultural and Food Economics,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Agriculture Ecosystems & Environment,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Agrosystems Geosciences and Environment,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Annals of the American Association of Geographers,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Applied Economics and Finance,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Biofuels,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Biofuels Bioproducts and Biorefining,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Biomass and Bioenergy,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
Community Development,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Crops & Soils,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Ecology and Evolution,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Environmental Engineering Science,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Environmental Entomology,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Food Security,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
International Journal of Applied Earth Observation and Ge...,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
International Regional Science Review,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
Journal of Applied Poultry Research,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Journal of Environmental Economics and Policy,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Journal of Environmental Planning and Management,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Forest Economics,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
Journal of Survey Statistics and Methodology,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Nature Sustainability,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Poultry Science,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Professional Animal Scientist,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Rangelands,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Resources Conservation and Recycling,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
Rural Sociology,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Safety,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Science of the Total Environment,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Sociologia Ruralis,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
The Journal of Economic History,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Workplace Health and Safety,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
World Development,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Ad Hoc Networks,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Agricultural and Forest Meteorology,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Agroforestry Systems,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
American Journal of Economics and Sociology,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Applied Soil Ecology,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Atmospheric chemistry and physics,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
British Food Journal,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Crop Protection,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Crop Science,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Earth Interactions,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Earth system science data,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Ecological Indicators,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Ecosphere,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Ecosystem Services,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Energies,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Energy,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Energy Economics,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Energy Policy,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Environmental Management,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Environmental Monitoring and Assessment,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Environmental Research,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
GCB Bioenergy,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Global Change Biology,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Historia Agraria Revista de agricultura e historia rural,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
International Journal of Agriculture and Natural Resources,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Journal of Applied Meteorology and Climatology,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Medical Entomology,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Nutrition Education and Behavior,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Policy Modeling,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Labour Economics,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Nature Food,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Regional Environmental Change,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Statistical Journal of the IAOS,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Technology in Society,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Telecommunications Policy,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
The Professional Animal Scientist,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Veterinary Parasitology,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
AIMS Agriculture and Food,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Acta Horticulturae,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
African Journal of Food Agriculture Nutrition and Develop...,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AgriEngineering,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Agricultural Sciences,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Animals,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Annals of Work Exposures and Health,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atmospheric Environment,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
BioEnergy Research,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Biological Conservation,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Biometrika,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Climate Risk Management,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Communications in Statistics: Simulation and Computation,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Computational Statistics & Data Analysis,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Culture Agriculture Food and Environment,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Data in Brief,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Earth System Science Data,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Economics & Sociology,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Economics and Sociology,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ekonomika poljoprivrede,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Elementa Science of the Anthropocene,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Emerging Markets Finance and Trade,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Energy Research & Social Science,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Environmental Modelling and Software,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Environmental Science and Pollution Research,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Environmental Science and Technology,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Environmental Toxicology and Chemistry,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Environmental and Resource Economics,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
EuroChoices,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Forests,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Freshwater Science,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frontiers in Bioengineering and Biotechnology,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Frontiers in Ecology and Evolution,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Frontiers in Forests and Global Change,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Frontiers in Plant Science,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Frontiers in Water,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Geoscience Data Journal,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Geospatial health,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Global Food Security,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Horticulturae,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Human Dimensions of Wildlife,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Hydrology,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ISPRS International Journal of Geo-Information,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Integrating Materials and Manufacturing Innovation,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
International Journal of Climate Change Strategies and Ma...,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
International Journal of Economics and Finance,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
International Journal of Water Resources Development,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Agricultural Biological and Environmental Stat...,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Agricultural Extension and Rural Development,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Journal of Agricultural and Food Industrial Organization,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Journal of Applied Business and Economics,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Applied Ecology,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Journal of Commodity Markets,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Journal of Contemporary Water Research & Education,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Journal of European Public Policy,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Journal of Family Business Management,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Forestry,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Geophysical Research Biogeosciences,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Hydrology,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Industrial Economics,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Integrated Pest Management,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Land Use Science,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Planning Education and Research,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Water and Land Development,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Wildlife Management,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Journal of the ASABE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Journal of the American Veterinary Medical Association,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Journal of the Association of Environmental and Resource ...,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Journal of the World Aquaculture Society,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Land Degradation and Development,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Landscape Ecology,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Landscape and Urban Planning,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
National Quail Symposium Proceedings,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Natural Hazards,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Nature Communications,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Notulae Botanicae Horti Agrobotanici Cluj-Napoca,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Organic Agriculture,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Physiologia Plantarum,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phytopathology,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Potravinarstvo Slovak Journal of Food Sciences,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Proceedings of the ACM on Human-Computer Interaction,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Renewable and Sustainable Energy Reviews,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Review of International Political Economy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sankhya B,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Socio-Ecological Practice Research,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Sociological Methods and Research,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Soil Science Society of America Journal,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Soil Security,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Statistical Science,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Studies in Agricultural Economics,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Antitrust Bulletin,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
The Federal Reserve Bank of Kansas City Economic Review,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
The Federal Reserve Bank of Kansas City Research Working ...,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
The Journal of Peasant Studies,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
The Quarterly Journal of Economics,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
The journal of cotton science/Journal of cotton science,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Theoretical Economics Letters,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Trends in Food Science & Technology,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Urban Agriculture & Regional Food Systems,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Weather Climate and Society,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Weed Science,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Abstracts with programs - Geological Society of America,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Agricultural & Environmental Letters,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Agricultural Research & Technology Open Access Journal,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Agriculture & Food Security,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Agriculture (Switzerland),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agronomy for Sustainable Development,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Agrosystems Geosciences & Environment,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
American Entomologist,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
American Indian Culture and Research Journal,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
American Journal of Climate Change,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
American Journal of Clinical Nutrition,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
American Journal of Human Biology,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Amrica Latina en la Historia Econmica,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Applied Geography,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Aquaculture,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Atmosphere,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Journal of Agricultural and Resource Economics,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BMC Public Health,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Berkeley Planning Journal,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Biogeosciences,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Biological Control,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Biological Invasions,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Built Heritage,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CAB Reviews: Perspectives in Agriculture Veterinary Scien...,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canadian Journal of Agricultural Economics/Revue canadien...,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Canadian Journal of Soil Science,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Carbon Management,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Clean Technologies and Environmental Policy,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Climate,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Coastal Management,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Collection Management,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Communications Earth & Environment,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Computers Environment and Urban Systems,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Conservation Genetics Resources,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Continental Shelf Research,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Crop Forage & Turfgrass Management,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Demography,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Diversity,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ecological Engineering,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Economics and Business Letters,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ecosystems,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Environment Development and Sustainability,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Environment and Planning E Nature and Space,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Environment and Planning F,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Environmental Communication,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Environmental Geochemistry and Health,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Environmental Modelling & Software,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Environmental Pollution,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Environments,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Estuarine Coastal and Shelf Science,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ethnobiology Letters,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
