journal_title,Scopus only,OpenAlex Seed only,OpenAlex FT only,Dimensions only,Scopus ∩ OA Seed,Scopus ∩ OA FT,Scopus ∩ Dimensions,OA Seed ∩ OA FT,OA Seed ∩ Dimensions,OA FT ∩ Dimensions,Scopus ∩ OA Seed ∩ OA FT,Scopus ∩ OA Seed ∩ Dimensions,Scopus ∩ OA FT ∩ Dimensions,OA Seed ∩ OA FT ∩ Dimensions,Scopus ∩ OA Seed ∩ OA FT ∩ Dimensions
The International Food and Agribusiness Management Review,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0
Sustainability,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0
Agriculture Ecosystems and Environment,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0
Aquaculture,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0
Horticulturae,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0
Acta Horticulturae,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Landscape Ecology,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0
Rangeland Ecology and Management,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0
Regional Environmental Change,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0
Resources Conservation and Recycling,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0
Transboundary and Emerging Diseases,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0
Applied Animal Science,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0
Ecosphere,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0
Journal of Agrarian Change,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0
Pest Management Science,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0
Journal of Medical Entomology,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0
Journal of Water Resources Planning and Management,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0
Sustainability Science,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0
Computers and Electronics in Agriculture,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0
Crop Protection,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0
Frontiers in Environmental Science,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0
Journal of Integrated Pest Management,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0
Annals of the American Association of Geographers,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0
Environmental Research,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0
Food Security,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0
Journal of Agribusiness in Developing and Emerging Economies,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0
Journal of Agricultural Economics,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0
Journal of Crop Improvement,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0
Rangeland Ecology & Management,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0
Weather Climate and Society,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0
American Journal of Industrial Medicine,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0
Biogeochemistry,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0
Biomass and Bioenergy,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0
Global Environmental Change,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0
International Food and Agribusiness Management Review,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0
Journal of Wildlife Management,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0
Natural Sciences Education,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0
North American Journal of Aquaculture,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0
Organic Agriculture,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0
Animals,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0
Ecology and Society,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0
Wildlife Society Bulletin,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0
Agrosystems Geosciences and Environment,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0
Applied and Environmental Microbiology,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0
Aquaculture Research,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0
Canadian Journal of Plant Science,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Earth's Future,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0
Ecological Applications,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0
Ecology and Evolution,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0
Environmental Monitoring and Assessment,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0
Environmental Pollution,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0
Estuaries and Coasts,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0
Field Crops Research,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0
Insects,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0
Irrigation Science,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0
Journal of Peasant Studies,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0
Journal of Rural Health,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0
Rangelands,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0
Society & Natural Resources,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0
Translational Animal Science,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0
Weed Science,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0
Forest Policy and Economics,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0
Journal of Hydrology,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0
Crop Forage and Turfgrass Management,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0
European Review of Agricultural Economics,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0
Geophysical Research Letters,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0
Hydrological Processes,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0
Journal of Environmental Economics and Management,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0
Journal of Land Use Science,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0
Journal of Official Statistics,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
Landscape and Urban Planning,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0
Soil and Tillage Research,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
International Journal of Remote Sensing,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0
JAWRA Journal of the American Water Resources Association,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
Journal of Environmental Horticulture,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0
Journal of Geophysical Research Biogeosciences,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0
Journal of Geophysical Research: Biogeosciences,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of the American Veterinary Medical Association,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nature Food,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0
Veterinary Parasitology,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0
Heliyon,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0
Journal of Great Lakes Research,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0
Scientific Data,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0
Agricultural and Environmental Letters,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
Agriculture,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
Applied Energy,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
Applied Geography,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0
Biodiversity and Conservation,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
Canadian Journal of Soil Science,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0
Earth system science data,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
Environmental Science and Pollution Research,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0
Epidemiology and Infection,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0
Euphytica,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0
Frontiers in Plant Science,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0
Geoderma,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
International Journal of Agricultural Sustainability,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
Journal of Applied Ecology,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
Journal of Applied Meteorology and Climatology,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0
PeerJ,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0
Risk Analysis,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
Scientific investigations report,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
Socio-Ecological Practice Research,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
Statistical Journal of the IAOS,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0
Workplace Health and Safety,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
World Development,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0
BMC Public Health,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
Biological Conservation,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
Earth Interactions,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
Ecosystem Services,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
Energy Economics,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
Forests,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
Frontiers in Climate,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
Frontiers in Water,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
ISPRS Journal of Photogrammetry and Remote Sensing,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
Ambio,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0
Applied Economics,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
Aquaculture Nutrition,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
Atmospheric Chemistry and Physics,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0
Canadian Journal of Zoology,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
Environment Development and Sustainability,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
Environmental Science and Policy,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
Food Control,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
Geographical Review,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
Geoscientific model development,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0
Human Dimensions of Wildlife,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
Hydrogeology Journal,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
Journal of Agricultural Science,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
Journal of Applied Communications,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Geophysical Research: Atmospheres,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
Journal of Occupational and Environmental Hygiene,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0
Journal of the World Aquaculture Society,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
Mitigation and Adaptation Strategies for Global Change,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
Nutrient Cycling in Agroecosystems,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0
Phytopathology,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Professional Animal Scientist,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
The Journal of Economic History,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0
Conservation Science and Practice,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
Culture Agriculture Food and Environment,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Florida Entomologist,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
Journal of Advances in Modeling Earth Systems,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
Journal of Agricultural and Resource Economics,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agriculture and Food Security,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
American Journal of Public Health,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Annual Review of Resource Economics,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
Antipode,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
Atmospheric Environment,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
BMC Veterinary Research,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
Biofuels Bioproducts and Biorefining,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
Canadian Journal of Agricultural Economics,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
Cogent Food and Agriculture,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
Communications in Soil Science and Plant Analysis,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
EcoHealth,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
Ecological Modelling,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
Energies,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
Energy,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
Energy Policy,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
Environmental Health Perspectives,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
Environmental Modelling and Software,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
Food Culture and Society,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
Frontiers in Ecology and Evolution,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
GeoJournal,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
Journal of Agricultural Biological and Environmental Stat...,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
Journal of Animal Ecology,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
Journal of Contemporary Water Research & Education,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
Journal of Development Economics,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
Journal of Environmental Planning and Management,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
Journal of Food Protection,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
Journal of Forestry,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
Journal of Nematology,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
Local Environment,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
Sociologia Ruralis,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
Water Research,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
Wetlands,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
Aquaculture Economics & Management,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
California Agriculture,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
Data Science Journal,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
Ecological Indicators,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
Journal of Climate,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
Journal of Irrigation and Drainage Engineering,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
Journal of the Agricultural and Applied Economics Associa...,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
Northeastern Naturalist,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
Technology in Society,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
Water,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
Acta Tropica,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
Advances in Water Resources,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
African Journal of Food Agriculture Nutrition and Develop...,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agricultural Economics,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
Antarctica A Keystone in a Changing World,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
China Agricultural Economic Review,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
Earth System Science Data,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
Ecosystems,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
Environment Systems and Decisions,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
Environmental Communication,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
Evolutionary Applications,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
Foods,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
G3: Genes Genomes Genetics,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
Geneva Papers on Risk and Insurance: Issues and Practice,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
Geospatial Health,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
Global Biogeochemical Cycles,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
Global Food Security,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
Hydrology,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
Industrial Crops and Products,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
International Journal of Climatology,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
International Journal of Water Resources Development,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
Journal of Agricultural Education and Extension,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Apicultural Research,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
Journal of Arid Environments,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
Journal of Community Health,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
Journal of Family Business Management,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
Journal of Hunger and Environmental Nutrition,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
Journal of Nutrition Education and Behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
Journal of Virological Methods,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
Journal of Water and Climate Change,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
Natural Resource Modeling,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
Nature Communications,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
Plant Pathology,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
RAND Journal of Economics,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
Renewable Energy,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
Review of Regional Studies,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
Scientia Horticulturae,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
Small-scale Forestry,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
Tropical Animal Health and Production,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Water Economics and Policy,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
Environmental Modelling & Software,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
Frontiers in Public Health,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
Geomorphology,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
Integrated Environmental Assessment and Management,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
Journal of Insect Science,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
Resource and Energy Economics,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
Safety,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
The Bovine Practitioner,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
ACS Sustainable Chemistry and Engineering,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Agricultural Sciences,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
Agronomy for Sustainable Development,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
American Journal of Economics and Sociology,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Animal Bioscience,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
Animal Production Science,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Applied Soil Ecology,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Aquaculture International,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Australian Journal of Agricultural and Resource Economics,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
Bio-based and Applied Economics,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
Biofuels,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Clean Technologies and Environmental Policy,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Climate and Development,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Development in Practice,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ecological Engineering,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Emerging Infectious Diseases,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Energy Research and Social Science,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Energy for Sustainable Development,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Environment International,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
Environmental Progress and Sustainable Energy,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
European Journal of Agronomy,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Genetic Resources and Crop Evolution,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
Grass and Forage Science,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Hydrological Sciences Journal,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
