id,run_id,publisher_id,external_id,title,cite_score,last_updated_date
343,41,154.0,145480,Environmental Health: A Global Access Science Source,8.0,1/24/2024 5:40:35 PM
344,41,154.0,21100858473,Injury Epidemiology,3.1,1/24/2024 5:40:35 PM
345,41,154.0,17500154721,Parasites and Vectors,5.7,1/24/2024 5:40:35 PM
346,41,155.0,19621,BMC Public Health,4.1,1/24/2024 5:40:35 PM
347,41,155.0,19600166028,BMC Research Notes,2.6,1/24/2024 5:40:35 PM
348,41,155.0,4300151401,BMC Veterinary Research,3.5,1/24/2024 5:40:35 PM
349,41,156.0,27470,Antipode,5.9,1/24/2024 5:40:35 PM
350,41,156.0,27613,Canadian Geographer,2.3,1/24/2024 5:40:35 PM
351,41,156.0,4900152301,Comprehensive Reviews in Food Science and Food Safety,15.8,1/24/2024 5:40:35 PM
352,41,156.0,21101070986,Conservation Science and Practice,,1/24/2024 5:40:35 PM
353,41,156.0,23666,International Economic Review,2.6,1/24/2024 5:40:35 PM
354,41,156.0,19640,Journal of the American Water Resources Association,5.4,1/24/2024 5:40:35 PM
355,41,156.0,28937,Journal of the World Aquaculture Society,3.4,1/24/2024 5:40:35 PM
356,41,156.0,25259,Restoration Ecology,4.9,1/24/2024 5:40:35 PM
358,41,156.0,26372,Risk Analysis,6.0,1/24/2024 5:40:35 PM
359,41,157.0,73771,Agricultural Economics (United Kingdom),3.8,1/24/2024 5:40:35 PM
360,41,157.0,18299,American Journal of Economics and Sociology,0.8,1/24/2024 5:40:35 PM
361,41,157.0,17180,Animal Conservation,5.3,1/24/2024 5:40:35 PM
362,41,157.0,29427,Aquaculture Research,3.5,1/24/2024 5:40:35 PM
364,41,157.0,13490,Asia Pacific Viewpoint,2.3,1/24/2024 5:40:35 PM
365,41,157.0,53554,Australian Journal of Agricultural and Resource Economics,2.9,1/24/2024 5:40:35 PM
366,41,157.0,65131,Canadian Journal of Agricultural Economics,3.4,1/24/2024 5:40:35 PM
367,41,157.0,21386,Canadian Journal of Economics,1.6,1/24/2024 5:40:35 PM
368,41,157.0,14103,Development Policy Review,2.6,1/24/2024 5:40:35 PM
369,41,157.0,28466,Economic History Review,2.3,1/24/2024 5:40:35 PM
370,41,157.0,85667,EuroChoices,2.0,1/24/2024 5:40:35 PM
371,41,157.0,21100775662,Food and Energy Security,6.0,1/24/2024 5:40:35 PM
372,41,157.0,21100216308,GCB Bioenergy,10.5,1/24/2024 5:40:35 PM
373,41,157.0,27962,Geophysical Research Letters,7.8,1/24/2024 5:40:35 PM
374,41,157.0,21848,Global Biogeochemical Cycles,8.2,1/24/2024 5:40:35 PM
375,41,157.0,15131,Global Change Biology,15.5,1/24/2024 5:40:35 PM
376,41,157.0,22044,Global Ecology and Biogeography,10.0,1/24/2024 5:40:35 PM
377,41,157.0,29460,Groundwater,3.7,1/24/2024 5:40:35 PM
379,41,157.0,21100218107,Journal of Advances in Modeling Earth Systems,7.7,1/24/2024 5:40:35 PM
380,41,157.0,96592,Journal of Agrarian Change,4.9,1/24/2024 5:40:35 PM
381,41,157.0,88586,Journal of Agricultural Economics,5.3,1/24/2024 5:40:35 PM
382,41,157.0,29544,Journal of Animal Ecology,7.0,1/24/2024 5:40:35 PM
383,41,157.0,29547,Journal of Applied Ecology,10.3,1/24/2024 5:40:35 PM
384,41,157.0,24353,Journal of Economic Surveys,6.3,1/24/2024 5:40:35 PM
385,41,157.0,21101038508,Journal of Geophysical Research: Atmospheres,5.6,1/24/2024 5:40:35 PM
386,41,157.0,21101038507,Journal of Geophysical Research: Biogeosciences,5.8,1/24/2024 5:40:35 PM
387,41,157.0,24389,Journal of Industrial Economics,1.6,1/24/2024 5:40:35 PM
388,41,157.0,18617,Journal of Risk and Insurance,3.6,1/24/2024 5:40:35 PM
389,41,157.0,16003,Journal of Rural Health,5.1,1/24/2024 5:40:35 PM
390,41,157.0,17167,Public Administration Review,7.3,1/24/2024 5:40:35 PM
391,41,157.0,15400,Review of Development Economics,1.9,1/24/2024 5:40:35 PM
392,41,157.0,20142,Review of Income and Wealth,3.1,1/24/2024 5:40:35 PM
394,41,157.0,12652,Singapore Journal of Tropical Geography,2.6,1/24/2024 5:40:35 PM
395,41,157.0,18062,Sociologia Ruralis,5.5,1/24/2024 5:40:35 PM
396,41,157.0,36538,Soil Use and Management,3.8,1/24/2024 5:40:35 PM
397,41,157.0,10300153305,Transboundary and Emerging Diseases,7.6,1/24/2024 5:40:35 PM
398,41,157.0,18854,Water Resources Research,7.5,1/24/2024 5:40:35 PM
400,41,159.0,21100858126,Tropical Animal Science Journal,1.8,1/24/2024 5:40:35 PM
401,41,160.0,19500157111,New Medit,1.6,1/24/2024 5:40:35 PM
402,41,161.0,4700152225,Gestao e Producao,0.8,1/24/2024 5:40:35 PM
405,41,164.0,21101074578,Populism,,1/24/2024 5:40:35 PM
406,41,164.0,21100406922,Studies in Critical Social Sciences,0.1,1/24/2024 5:40:35 PM
407,41,165.0,19400158376,"CAB Reviews: Perspectives in Agriculture, Veterinary Science, Nutrition and Natural Resources",1.6,1/24/2024 5:40:35 PM
408,41,166.0,22252,Forestry Chronicle,2.2,1/24/2024 5:40:35 PM
410,41,168.0,21527,Environmental Reviews,7.6,1/24/2024 5:40:35 PM
413,41,170.0,4000148503,International Journal of Environmental Science and Technology,3.7,1/24/2024 5:40:35 PM
414,41,171.0,21860,Great Plains Research,0.6,1/24/2024 5:40:35 PM
416,41,173.0,4000148311,Preventing Chronic Disease,3.7,1/24/2024 5:40:35 PM
417,41,174.0,21100456788,International Journal on Food System Dynamics,2.0,1/24/2024 5:40:35 PM
419,41,176.0,21100208020,Economics and Sociology,3.4,1/24/2024 5:40:35 PM
421,41,178.0,10300153373,Agroalimentaria,0.1,1/24/2024 5:40:35 PM
422,41,179.0,21100464746,Fronteiras,0.5,1/24/2024 5:40:35 PM
425,41,181.0,62499,Nongye Gongcheng Xuebao/Transactions of the Chinese Society of Agricultural Engineering,2.7,1/24/2024 5:40:35 PM
426,41,182.0,59863,Nongye Jixie Xuebao/Transactions of the Chinese Society for Agricultural Machinery,2.8,1/24/2024 5:40:35 PM
431,41,187.0,37851,Philippine Agricultural Scientist,0.7,1/24/2024 5:40:35 PM
432,41,188.0,80835,Journal of Agricultural and Resource Economics,1.9,1/24/2024 5:40:35 PM
433,41,189.0,22822,International Forestry Review,2.8,1/24/2024 5:40:35 PM
434,41,190.0,12091,Atmospheric Chemistry and Physics,10.1,1/24/2024 5:40:35 PM
435,41,190.0,130037,Biogeosciences,6.9,1/24/2024 5:40:35 PM
436,41,190.0,21100284918,Earth System Science Data,12.6,1/24/2024 5:40:35 PM
437,41,190.0,29472,Hydrology and Earth System Sciences,9.3,1/24/2024 5:40:35 PM
439,41,191.0,21100810443,Ciencia Tecnologia Agropecuaria,0.8,1/24/2024 5:40:35 PM
441,41,193.0,16900154706,Animal Production Science,2.8,1/24/2024 5:40:35 PM
442,41,193.0,16900154707,Crop and Pasture Science,3.2,1/24/2024 5:40:35 PM
443,41,193.0,19847,Rangeland Journal,2.5,1/24/2024 5:40:35 PM
444,41,193.0,19700201636,Soil Research,3.3,1/24/2024 5:40:35 PM
445,41,194.0,21100778828,Agricultural Economics (Czech Republic),2.3,1/24/2024 5:40:35 PM
446,41,195.0,72154,Journal of Agricultural and Food Industrial Organization,0.9,1/24/2024 5:40:35 PM
449,41,197.0,21100857120,Open Agriculture,1.8,1/24/2024 5:40:35 PM
450,41,198.0,19900191976,DLSU Business and Economics Review,0.7,1/24/2024 5:40:35 PM
452,41,200.0,21100205707,German Journal of Agricultural Economics,1.0,1/24/2024 5:40:35 PM
453,41,201.0,15183,Duke Environmental Law and Policy Forum,0.4,1/24/2024 5:40:35 PM
454,41,202.0,20287,Ecological Applications,7.8,1/24/2024 5:40:35 PM
455,41,202.0,20308,Ecology,7.3,1/24/2024 5:40:35 PM
456,41,203.0,39264,Indian Journal of Ecology,0.5,1/24/2024 5:40:35 PM
457,41,204.0,19957,Economic and Political Weekly,0.6,1/24/2024 5:40:35 PM
459,41,206.0,21101056927,Spatial Economics,,1/24/2024 5:40:35 PM
460,41,207.0,6700153287,Economics Bulletin,0.7,1/24/2024 5:40:35 PM
468,41,214.0,5300152523,Cahiers Agricultures,1.7,1/24/2024 5:40:35 PM
469,41,214.0,21100795900,E3S Web of Conferences,0.6,1/24/2024 5:40:35 PM
470,41,214.0,21100310032,"OCL - Oilseeds and fats, Crops and Lipids",2.9,1/24/2024 5:40:35 PM
472,41,216.0,72196,Pesquisa Agropecuaria Brasileira,1.7,1/24/2024 5:40:35 PM
473,41,217.0,69005,Agricultural Finance Review,2.4,1/24/2024 5:40:35 PM
474,41,217.0,144664,British Food Journal,3.5,1/24/2024 5:40:35 PM
475,41,217.0,19700201635,China Agricultural Economic Review,3.1,1/24/2024 5:40:35 PM
476,41,217.0,21100207601,International Journal of Climate Change Strategies and Management,3.6,1/24/2024 5:40:35 PM
477,41,217.0,21100780473,International Journal of Development Issues,0.9,1/24/2024 5:40:35 PM
478,41,217.0,144921,International Journal of Retail and Distribution Management,4.6,1/24/2024 5:40:35 PM
479,41,217.0,21100784274,Journal of Agribusiness in Developing and Emerging Economies,2.6,1/24/2024 5:40:35 PM
482,41,218.0,19700201635,China Agricultural Economic Review,3.1,1/24/2024 5:40:35 PM
483,41,218.0,15498,International Journal of Sociology and Social Policy,1.7,1/24/2024 5:40:35 PM
484,41,218.0,21100784274,Journal of Agribusiness in Developing and Emerging Economies,2.6,1/24/2024 5:40:35 PM
485,41,218.0,130162,Management of Environmental Quality: An International Journal,4.1,1/24/2024 5:40:35 PM
486,41,218.0,144654,Nutrition and Food Science,1.8,1/24/2024 5:40:35 PM
487,41,219.0,21100856538,Entrepreneurship and Sustainability Issues,7.0,1/24/2024 5:40:35 PM
489,41,221.0,21100814500,European Biomass Conference and Exhibition Proceedings,,1/24/2024 5:40:35 PM
490,41,222.0,21872,Eurosurveillance,13.9,1/24/2024 5:40:35 PM
491,41,223.0,21100256106,Survey Research Methods,2.2,1/24/2024 5:40:35 PM
492,41,224.0,12814,Journal of Extension,0.7,1/24/2024 5:40:35 PM
494,41,226.0,21100828132,Aestimum,1.8,1/24/2024 5:40:35 PM
495,41,226.0,21100781878,Bio-based and Applied Economics,1.7,1/24/2024 5:40:35 PM
496,41,226.0,78505,Italian Review of Agricultural Economics,,1/24/2024 5:40:35 PM
497,41,227.0,21100927900,Journal of Food Distribution Research,0.2,1/24/2024 5:40:35 PM
499,41,229.0,21100275419,Rivista di Studi sulla Sostenibilita,1.0,1/24/2024 5:40:35 PM
501,41,230.0,21100865012,Economia Agro-Alimentare,1.2,1/24/2024 5:40:35 PM
502,41,231.0,21101072516,Frontiers in Climate,,1/24/2024 5:40:35 PM
503,41,231.0,21100782253,Frontiers in Earth Science,3.3,1/24/2024 5:40:35 PM
504,41,231.0,21100834704,Frontiers in Ecology and Evolution,3.6,1/24/2024 5:40:35 PM
505,41,231.0,21100786317,Frontiers in Energy Research,2.6,1/24/2024 5:40:35 PM
506,41,231.0,21100826280,Frontiers in Environmental Science,4.4,1/24/2024 5:40:35 PM
507,41,231.0,21101044946,Frontiers in Forests and Global Change,,1/24/2024 5:40:35 PM
508,41,231.0,21100236803,Frontiers in Genetics,3.7,1/24/2024 5:40:35 PM
509,41,231.0,21100226442,Frontiers in Microbiology,7.3,1/24/2024 5:40:35 PM
510,41,231.0,21100913479,Frontiers in Nutrition,5.0,1/24/2024 5:40:35 PM
511,41,231.0,21100798718,Frontiers in Public Health,2.7,1/24/2024 5:40:35 PM
512,41,231.0,21101023171,Frontiers in Sociology,1.2,1/24/2024 5:40:35 PM
513,41,231.0,21100941001,Frontiers in Sustainable Food Systems,2.4,1/24/2024 5:40:35 PM
514,41,231.0,21100843693,Frontiers in Veterinary Science,2.6,1/24/2024 5:40:35 PM
515,41,231.0,21101066387,Frontiers in Water,,1/24/2024 5:40:35 PM
518,41,234.0,20135,Cadernos de Saude Publica,2.3,1/24/2024 5:40:35 PM
519,41,235.0,79866,Livestock Research for Rural Development,0.9,1/24/2024 5:40:35 PM
521,41,237.0,21100232417,"G3: Genes, Genomes, Genetics",4.8,1/24/2024 5:40:35 PM
522,41,238.0,29241,Irish Geography,1.1,1/24/2024 5:40:35 PM
523,41,239.0,29909,Nordia Geographical Publications,0.6,1/24/2024 5:40:35 PM
525,41,241.0,12000154347,Environmental Engineering and Management Journal,2.0,1/24/2024 5:40:35 PM
526,41,242.0,21000195312,Agricultural Economics Review,0.4,1/24/2024 5:40:35 PM
527,41,243.0,21100314709,Decision Science Letters,3.8,1/24/2024 5:40:35 PM
531,41,247.0,21100838766,Frontiers of Agricultural Science and Engineering,1.8,1/24/2024 5:40:35 PM
532,41,248.0,21101039169,Universal Journal of Agricultural Research,,1/24/2024 5:40:35 PM
533,41,249.0,25423,Journal of Environmental Horticulture,1.1,1/24/2024 5:40:35 PM
535,41,251.0,19941,Northeastern Naturalist,1.0,1/24/2024 5:40:35 PM
536,41,252.0,21100785495,International Journal of Civil Engineering and Technology,1.4,1/24/2024 5:40:35 PM
537,41,253.0,15571,Journal of Mental Health Policy and Economics,1.1,1/24/2024 5:40:35 PM
538,41,254.0,20000195019,International Journal of the Commons,2.6,1/24/2024 5:40:35 PM
539,41,255.0,75950,"International Journal of Agricultural Resources, Governance and Ecology",1.1,1/24/2024 5:40:35 PM
541,41,255.0,4700152236,International Journal of Globalisation and Small Business,1.5,1/24/2024 5:40:35 PM
543,41,255.0,4700151732,International Journal of Risk Assessment and Management,1.2,1/24/2024 5:40:35 PM
544,41,255.0,5700165172,"World Review of Science, Technology and Sustainable Development",1.1,1/24/2024 5:40:35 PM
545,41,256.0,20699,Current Science,1.5,1/24/2024 5:40:35 PM
546,41,257.0,33723,Indian Journal of Agricultural Sciences,0.6,1/24/2024 5:40:35 PM
547,41,258.0,51335,Indian Journal of Agricultural Economics,0.2,1/24/2024 5:40:35 PM
549,41,260.0,21101046172,Cogent Food and Agriculture,,1/24/2024 5:40:35 PM
550,41,261.0,19700201528,Revista Mexicana De Ciencias Pecuarias,1.0,1/24/2024 5:40:35 PM
552,41,263.0,21100929412,Jurnal Manajemen Hutan Tropika,0.7,1/24/2024 5:40:35 PM
553,41,264.0,19600162167,Journal of Water and Land Development,2.3,1/24/2024 5:40:35 PM
554,41,265.0,21100265049,Journal of Engineering and Technological Sciences,1.4,1/24/2024 5:40:35 PM
555,41,266.0,20500195215,Journal of Advanced Research in Dynamical and Control Systems,0.4,1/24/2024 5:40:35 PM
556,41,267.0,21101048515,Revista Iberoamericana de Viticultura Agroindustria y Ruralidad,,1/24/2024 5:40:35 PM
557,41,268.0,21100842861,International Journal of Agricultural Management,0.7,1/24/2024 5:40:35 PM
558,41,269.0,21100855999,Journal of Eastern European and Central Asian Research,0.8,1/24/2024 5:40:35 PM
561,41,270.0,21100931218,"2019 8th International Conference on Agro-Geoinformatics, Agro-Geoinformatics 2019",,1/24/2024 5:40:35 PM
562,41,270.0,21101045203,Conference Record - Industrial and Commercial Power Systems Technical Conference,,1/24/2024 5:40:35 PM
563,41,270.0,21100869818,"IEEE World Forum on Internet of Things, WF-IoT 2018 - Proceedings",,1/24/2024 5:40:35 PM
564,41,270.0,82000,International Geoscience and Remote Sensing Symposium (IGARSS),1.0,1/24/2024 5:40:35 PM
568,41,270.0,17915,Proceedings of the IEEE,21.6,1/24/2024 5:40:35 PM
569,41,271.0,19700188435,Indian Journal of Public Health Research and Development,0.1,1/24/2024 5:40:35 PM
570,41,272.0,21101046767,Environmental Research Communications,,1/24/2024 5:40:35 PM
571,41,273.0,5200152632,Environmental Research Letters,8.6,1/24/2024 5:40:35 PM
572,41,273.0,19900195068,IOP Conference Series: Earth and Environmental Science,0.5,1/24/2024 5:40:35 PM
573,41,273.0,19700200831,IOP Conference Series: Materials Science and Engineering,0.7,1/24/2024 5:40:35 PM
574,41,273.0,130053,Journal of Physics: Conference Series,0.7,1/24/2024 5:40:35 PM
579,41,278.0,21100198493,Aquaculture Environment Interactions,3.3,1/24/2024 5:40:35 PM
580,41,278.0,12175,Climate Research,3.7,1/24/2024 5:40:35 PM
581,41,279.0,21100201021,Food Protection Trends,0.8,1/24/2024 5:40:35 PM
584,41,282.0,21100831403,Proceedings of the 29th International Business Information Management Association Conference - Education Excellence and Innovation Management through Vision 2020: From Regional Development Sustainability to Global Economic Growth,,1/24/2024 5:40:35 PM
585,41,282.0,21100896869,"Proceedings of the 31st International Business Information Management Association Conference, IBIMA 2018: Innovation Management and Education Excellence through Vision 2020",,1/24/2024 5:40:35 PM
587,41,284.0,21100894501,International Journal of Scientific and Technology Research,0.2,1/24/2024 5:40:35 PM
591,41,288.0,26209,Acta Horticulturae,0.5,1/24/2024 5:40:35 PM
592,41,289.0,21100248929,"International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences - ISPRS Archives",1.6,1/24/2024 5:40:35 PM
596,41,293.0,18800156719,IWMI Research Report,0.8,1/24/2024 5:40:35 PM
598,41,295.0,5200152632,Environmental Research Letters,8.6,1/24/2024 5:40:35 PM
599,41,295.0,19900195068,IOP Conference Series: Earth and Environmental Science,0.5,1/24/2024 5:40:35 PM
600,41,295.0,19700200831,IOP Conference Series: Materials Science and Engineering,0.7,1/24/2024 5:40:35 PM
601,41,296.0,14500154708,Statistical Journal of the IAOS,0.6,1/24/2024 5:40:35 PM
602,41,297.0,21100845633,Journal of Southeast Asian Economies,1.1,1/24/2024 5:40:35 PM
604,41,299.0,19600161818,Chemical Engineering Transactions,1.5,1/24/2024 5:40:35 PM
605,41,300.0,21100205753,Journal of Water and Climate Change,2.4,1/24/2024 5:40:35 PM
606,41,300.0,18783,Water Policy,2.1,1/24/2024 5:40:35 PM
607,41,301.0,21100201995,Human-Wildlife Interactions,1.7,1/24/2024 5:40:35 PM
609,41,303.0,18700156722,Agribusiness,2.9,1/24/2024 5:40:35 PM
610,41,303.0,73771,Agricultural Economics (United Kingdom),3.8,1/24/2024 5:40:35 PM
611,41,303.0,15639,Agronomy Journal,3.2,1/24/2024 5:40:35 PM
612,41,303.0,21101063715,"Agrosystems, Geosciences and Environment",,1/24/2024 5:40:35 PM
613,41,303.0,69623,American Journal of Agricultural Economics,5.5,1/24/2024 5:40:35 PM
614,41,303.0,19700176401,Applied Economic Perspectives and Policy,4.8,1/24/2024 5:40:35 PM
615,41,303.0,53554,Australian Journal of Agricultural and Resource Economics,2.9,1/24/2024 5:40:35 PM
618,41,303.0,65131,Canadian Journal of Agricultural Economics,3.4,1/24/2024 5:40:35 PM
619,41,303.0,21101070986,Conservation Science and Practice,,1/24/2024 5:40:35 PM
620,41,303.0,38753,Crop Science,3.8,1/24/2024 5:40:35 PM
621,41,303.0,14551,Diversity and Distributions,7.1,1/24/2024 5:40:35 PM
622,41,303.0,21100403190,Earth's Future,11.3,1/24/2024 5:40:35 PM
623,41,303.0,14599,Ecology Letters,17.9,1/24/2024 5:40:35 PM
624,41,303.0,21100307458,Ecosphere,5.0,1/24/2024 5:40:35 PM
625,41,303.0,15131,Global Change Biology,15.5,1/24/2024 5:40:35 PM
626,41,303.0,27172,Growth and Change,2.2,1/24/2024 5:40:35 PM
627,41,303.0,4400151417,Integrated Environmental Assessment and Management,3.7,1/24/2024 5:40:35 PM
628,41,303.0,96592,Journal of Agrarian Change,4.9,1/24/2024 5:40:35 PM
629,41,303.0,88586,Journal of Agricultural Economics,5.3,1/24/2024 5:40:35 PM
630,41,303.0,20217,Journal of Applied Microbiology,5.9,1/24/2024 5:40:35 PM
631,41,303.0,23375,Journal of Environmental Quality,4.6,1/24/2024 5:40:35 PM
632,41,303.0,18700156719,Journal of Flood Risk Management,6.6,1/24/2024 5:40:35 PM
633,41,303.0,21101038507,Journal of Geophysical Research: Biogeosciences,5.8,1/24/2024 5:40:35 PM
634,41,303.0,19640,Journal of the American Water Resources Association,5.4,1/24/2024 5:40:35 PM
635,41,303.0,21101063726,Natural Sciences Education,,1/24/2024 5:40:35 PM
636,41,303.0,19908,New Phytologist,14.2,1/24/2024 5:40:35 PM
637,41,303.0,25205,Papers in Regional Science,3.8,1/24/2024 5:40:35 PM
638,41,303.0,21101045729,People and Nature,,1/24/2024 5:40:35 PM
639,41,303.0,21100435556,Regional Science Policy and Practice,1.4,1/24/2024 5:40:35 PM
640,41,303.0,19900191716,Reviews in Aquaculture,10.6,1/24/2024 5:40:35 PM
642,41,303.0,37206,Soil Science Society of America Journal,3.8,1/24/2024 5:40:35 PM
643,41,303.0,36538,Soil Use and Management,3.8,1/24/2024 5:40:35 PM
644,41,303.0,10300153305,Transboundary and Emerging Diseases,7.6,1/24/2024 5:40:35 PM
645,41,303.0,21101063740,Urban Agriculture and Regional Food Systems,,1/24/2024 5:40:35 PM
647,41,303.0,18854,Water Resources Research,7.5,1/24/2024 5:40:35 PM
648,41,303.0,23594,World Economy,2.0,1/24/2024 5:40:35 PM
649,41,304.0,18700156722,Agribusiness,2.9,1/24/2024 5:40:35 PM
650,41,304.0,21100976164,Agricultural and Environmental Letters,2.0,1/24/2024 5:40:35 PM
651,41,304.0,15639,Agronomy Journal,3.2,1/24/2024 5:40:35 PM
652,41,304.0,19700176401,Applied Economic Perspectives and Policy,4.8,1/24/2024 5:40:35 PM
653,41,304.0,23375,Journal of Environmental Quality,4.6,1/24/2024 5:40:35 PM
654,41,304.0,37206,Soil Science Society of America Journal,3.8,1/24/2024 5:40:35 PM
656,41,305.0,21100836179,Asia and the Pacific Policy Studies,2.7,1/24/2024 5:40:35 PM
657,41,305.0,12700154702,"Biofuels, Bioproducts and Biorefining",7.2,1/24/2024 5:40:35 PM
659,41,305.0,21100264002,Ecology and Evolution,4.1,1/24/2024 5:40:35 PM
660,41,305.0,29467,Hydrological Processes,5.8,1/24/2024 5:40:35 PM
661,41,305.0,13507,International Journal of Climatology,7.8,1/24/2024 5:40:35 PM
662,41,305.0,130102,Irrigation and Drainage,2.0,1/24/2024 5:40:35 PM
663,41,305.0,12100157240,Journal of Public Affairs,1.1,1/24/2024 5:40:35 PM
664,41,305.0,23239,Land Degradation and Development,8.3,1/24/2024 5:40:35 PM
665,41,305.0,39591,Pest Management Science,6.5,1/24/2024 5:40:35 PM
666,41,305.0,27391,"Population, Space and Place",5.0,1/24/2024 5:40:35 PM
668,41,305.0,18132,River Research and Applications,3.5,1/24/2024 5:40:35 PM
669,41,305.0,25874,Sustainable Development,6.5,1/24/2024 5:40:35 PM
670,41,305.0,12909,Systems Research and Behavioral Science,2.2,1/24/2024 5:40:35 PM
671,41,306.0,30280,Journal of the Kansas Entomological Society,0.5,1/24/2024 5:40:35 PM
672,41,307.0,4700152223,Journal of Agriculture and Rural Development in the Tropics and Subtropics,1.0,1/24/2024 5:40:35 PM
673,41,308.0,10600153341,Journal of Tropical Agriculture,0.1,1/24/2024 5:40:35 PM
674,41,309.0,21100877173,"Journal of Asian Finance, Economics and Business",2.6,1/24/2024 5:40:35 PM
677,41,312.0,20488,Journal of Insect Science,2.3,1/24/2024 5:40:35 PM
679,41,314.0,25749,Environmental Engineering Science,3.3,1/24/2024 5:40:35 PM
680,41,314.0,20802,Vector-Borne and Zoonotic Diseases,3.8,1/24/2024 5:40:35 PM
681,41,315.0,21100781511,Agriculture (Switzerland),2.5,1/24/2024 5:40:35 PM
682,41,315.0,21100447811,Agronomy,2.6,1/24/2024 5:40:35 PM
683,41,315.0,21100244850,Animals,1.8,1/24/2024 5:40:35 PM
684,41,315.0,21100829268,Applied Sciences (Switzerland),3.0,1/24/2024 5:40:35 PM
