id,run_id,keywords,external_topic_id,prominence,last_updated_date
9744,41,Delivery Of Health Care|Bismuth Subnitrate|Child Care,36665,,1/24/2024 5:41:02 PM
9747,41,Delivery Of Health Care|Health Care Sector|Health Systems,42042,,1/24/2024 5:41:02 PM
9754,41,Dental Care|Oral Health|Medicaid,46343,,1/24/2024 5:41:02 PM
9756,41,Dental Hygienists|Oral Health|Teeth,20703,,1/24/2024 5:41:02 PM
9762,41,Diabetes|Physician Services|Diabetes Mellitus,74611,,1/24/2024 5:41:02 PM
9764,41,Dialectometry|Geolinguistics|Linguistic Atlas,31925,,1/24/2024 5:41:02 PM
9774,41,Dog|Giardiasis|Bovine Immunodeficiency Virus,6394,,1/24/2024 5:41:02 PM
9781,41,E-Commerce Adoption|Top Management Support|Electronic Commerce,6509,,1/24/2024 5:41:02 PM
9788,41,Ecology|Health Information|African American Women,98810,,1/24/2024 5:41:02 PM
9794,41,Ecotourism|Myanmar|Lakes,92903,,1/24/2024 5:41:02 PM
9795,41,Editorial Comments|Current Procedural Terminology|Advanced Practice Provider,40114,,1/24/2024 5:41:02 PM
9802,41,Electronic Mail|Primary Care|Patient Portals,26501,,1/24/2024 5:41:02 PM
9807,41,Endoleak|Abdominal Aortic Aneurysm|Endovascular Surgery,68,,1/24/2024 5:41:02 PM
9826,41,Esophageal Neoplasms|Esophageal Squamous Cell Carcinoma|Cancer Risk,10016,,1/24/2024 5:41:02 PM
9827,41,Ethics|Managerial|Leaders,73050,,1/24/2024 5:41:02 PM
9835,41,Exercise|Wellness|Sedentary Lifestyle,89142,,1/24/2024 5:41:02 PM
9838,41,Factor|Prospective Payment System|Diagnosis-Related Groups,84061,,1/24/2024 5:41:02 PM
9853,41,Firm|Business Cycles|Recession,40499,,1/24/2024 5:41:02 PM
9857,41,Fissure Sealant|Helioseal|Dental Caries,6740,,1/24/2024 5:41:02 PM
9866,41,Forensic Psychology|Correctional Facilities|Recidivism,54981,,1/24/2024 5:41:02 PM
9868,41,Forestry|Hardwoods|Sawmills,37901,,1/24/2024 5:41:02 PM
9871,41,Framing Bias|Risky Choice|Fuzzy-Trace Theory,20601,,1/24/2024 5:41:02 PM
9875,41,Gastrostomy|Enteric Feeding|Jejunostomy,745,,1/24/2024 5:41:02 PM
9876,41,General Chemistry|Team Learning|Peers,29694,,1/24/2024 5:41:02 PM
9878,41,General Practice|Skin Neoplasms|Dermatologists,49016,,1/24/2024 5:41:02 PM
9880,41,Geography|Geography of Religion|Worship,34041,,1/24/2024 5:41:02 PM
9884,41,Governance|Incidence|Need,76278,,1/24/2024 5:41:02 PM
9885,41,Graduate Medical Education|Internship and Residency|Health Centers,45945,,1/24/2024 5:41:02 PM
9887,41,Great Lakes|Saint Lawrence River|Ecosystem Approach,54090,,1/24/2024 5:41:02 PM
9889,41,Grounded Theory|Information Systems Development|Paradoxes,90850,,1/24/2024 5:41:02 PM
9890,41,Groundwater|Septic Tanks|Wastewater Treatment,89346,,1/24/2024 5:41:02 PM
9897,41,Head And Neck Neoplasms|Metastasectomy|Hypopharynx,39437,,1/24/2024 5:41:02 PM
9901,41,Health Awareness|Alaska Natives|E-Health,66651,,1/24/2024 5:41:02 PM
9902,41,Health Care Expenditures|Panel Cointegration|Economic Growth,15665,,1/24/2024 5:41:02 PM
9904,41,Health Data|Computer Security|Confidentiality,61074,,1/24/2024 5:41:02 PM
9905,41,Health Facility Closure|Confidence Interval|Hospital Services,50882,,1/24/2024 5:41:02 PM
9909,41,Health Reform|Patient Protection and Affordable Care Act|Medical Anthropology,64632,,1/24/2024 5:41:02 PM
9910,41,Health Statistics|Chronic Diseases|Poverty,64113,,1/24/2024 5:41:02 PM
9912,41,Heart Rate|Hemispheric Differences|Electrodermal Response,58924,,1/24/2024 5:41:02 PM
9917,41,Hemoglobin A1C|Non Insulin Dependent Diabetes Mellitus|Diabetes Mellitus,29349,,1/24/2024 5:41:02 PM
9919,41,Hepatitis C|Sustained Virologic Response|Antivirus Agent,8595,,1/24/2024 5:41:02 PM
9925,41,Historical Fiction|Collective Memory|Theology,67083,,1/24/2024 5:41:02 PM
9927,41,HIV Testing|New York|Substance Use,48876,,1/24/2024 5:41:02 PM
9936,41,Horticulture|Undergraduate Student|Perceived Learning,63008,,1/24/2024 5:41:02 PM
9947,41,Human Influenza|Vaccination Coverage|Hemagglutination,3255,,1/24/2024 5:41:02 PM
9948,41,Human Rights|Cultural Rights|Sanitation,47949,,1/24/2024 5:41:02 PM
9951,41,Humidity Control|Sustainable Construction|Indoor Air Pollution,92599,,1/24/2024 5:41:02 PM
9954,41,Hydroxymethylglutaryl-Coa Reductase Inhibitor|Hyperlipidemias|Cardiovascular Diseases,95185,,1/24/2024 5:41:02 PM
9955,41,Hypoglycemia|Emergency Health Service|Antineoplastic Protocols,56288,,1/24/2024 5:41:02 PM
9956,41,Hypopharynx Cancer|Head And Neck Neoplasms|Induction Chemotherapy,199,,1/24/2024 5:41:02 PM
9967,41,Individual Psychology|Nathaniel Branden|Counselors,33623,,1/24/2024 5:41:02 PM
9971,41,Inflammatory Breast Neoplasms|Modified Radical Mastectomy|Neoadjuvant Therapy,20609,,1/24/2024 5:41:02 PM
9976,41,Intensity Modulated Radiation Therapy|V 70|Prostatic Neoplasms,6183,,1/24/2024 5:41:02 PM
9979,41,Inter-Vivos Transfer|Economics|Inheritance Tax,13676,,1/24/2024 5:41:02 PM
9980,41,Intergovernmental Grants|Social Planning|Organized Financing,50165,,1/24/2024 5:41:02 PM
9990,41,Job Satisfaction|Delphi Method|General Practitioners,28603,,1/24/2024 5:41:02 PM
9991,41,Judicial Efficiency|Police Organization|Local Government,40409,,1/24/2024 5:41:02 PM
9992,41,Kinesthetic|Graduate Students|Artifacts,95503,,1/24/2024 5:41:02 PM
9993,41,Labour Market|Female Labor Supply|Labor Force Participation,54539,,1/24/2024 5:41:02 PM
9994,41,Labour Market|Poverty|Working Poor,65386,,1/24/2024 5:41:02 PM
10003,41,Lead Level in Blood|Male Workers|Personnel,14548,,1/24/2024 5:41:02 PM
10007,41,Life Satisfaction|Weighting|Subjective Well-Being,63218,,1/24/2024 5:41:02 PM
10011,41,Liver Cell Carcinoma|Inequalities|European Continental Ancestry Group,74782,,1/24/2024 5:41:02 PM
10028,41,Marital Status|Widowhood|Marriage,23021,,1/24/2024 5:41:02 PM
10029,41,Marital Therapy|Therapist|Medical,50896,,1/24/2024 5:41:02 PM
10033,41,Mastectomy|Breast Neoplasms|Cancer,48812,,1/24/2024 5:41:02 PM
10036,41,Mathematics|Molecular Graph|DNA-like RNA,44956,,1/24/2024 5:41:02 PM
10044,41,Medical Education|International Association|Narcotic Analgesic Agent,40649,,1/24/2024 5:41:02 PM
10050,41,Medical Waste|Health Care Waste|Delivery Of Health Care,11208,,1/24/2024 5:41:02 PM
10051,41,Medically Unexplained Symptoms|Psychogenic Pain|Primary Care,3592,,1/24/2024 5:41:02 PM
10053,41,Medicare Part A|Head And Neck Cancer|Nursing Homes,93991,,1/24/2024 5:41:02 PM
10059,41,Member Board|Certification|Internal Medicine,24521,,1/24/2024 5:41:02 PM
10066,41,Metaphor|Aftercare|Obesity,95927,,1/24/2024 5:41:02 PM
10068,41,Midwifery|Pregnancy|Maternity Ward,16729,,1/24/2024 5:41:02 PM
10073,41,Military|Human Immunodeficiency Virus 1|Prophylaxis,53518,,1/24/2024 5:41:02 PM
10077,41,Monetary Sanctions|Restitution|Incarceration,33193,,1/24/2024 5:41:02 PM
10078,41,Monomethylpropion|Manganese|Animals,2439,,1/24/2024 5:41:02 PM
10089,41,National Cancer Institute (US)|Genetic Research|Alcohol Abuse,96387,,1/24/2024 5:41:02 PM
10090,41,National Innovation System|Growth Curve Model|Logistics,44915,,1/24/2024 5:41:02 PM
10092,41,Needlestick Injuries|Blood-Borne Pathogens|Health Personnel,814,,1/24/2024 5:41:02 PM
10103,41,Nondestructive Examination|Measurements|Heat Flux,82969,,1/24/2024 5:41:02 PM
10104,41,Nonlinear Dynamics|Finland|Health Policy,73244,,1/24/2024 5:41:02 PM
10111,41,Not in My Back Yard Response|Pupils|Opposition,56504,,1/24/2024 5:41:02 PM
10113,41,Nursery Schools|Kindergarten|Psychological Practice,27408,,1/24/2024 5:41:02 PM
10114,41,Nursing Education|Nurses|Bachelor,41431,,1/24/2024 5:41:02 PM
10117,41,Nursing|Female Profession|Nursing Students,13848,,1/24/2024 5:41:02 PM
10118,41,Nursing|Primary Care|Healthcare,71295,,1/24/2024 5:41:02 PM
10121,41,Obesity|Body Image|Overweight,33439,,1/24/2024 5:41:02 PM
10122,41,Obesity|Breast Cancer Survival|Breast Neoplasms,14804,,1/24/2024 5:41:02 PM
10124,41,Observation Unit|Hospitalization|Hospital Emergency Service,32646,,1/24/2024 5:41:02 PM
10127,41,Occupational Safety|Appeal Process|Health Plans,27011,,1/24/2024 5:41:02 PM
10128,41,Occupational Therapy|Palliative Care|Quality Of Life,47867,,1/24/2024 5:41:02 PM
10134,41,Oral Hygiene Index|Oral Health|Dental Procedure,11158,,1/24/2024 5:41:02 PM
10141,41,Otto Neurath|Pictogram|Chronic Pain,78833,,1/24/2024 5:41:02 PM
10150,41,Patch Tests|Skin Allergy|Dermatologists,26717,,1/24/2024 5:41:02 PM
10160,41,Pediatrics|Central Nervous System Neoplasms|Sarcoma,20373,,1/24/2024 5:41:02 PM
10165,41,Pharmacy Practices|Pharmacy Technicians|English Community,21203,,1/24/2024 5:41:02 PM
10166,41,Philippines|Cerivastatin|Fasting,88210,,1/24/2024 5:41:02 PM
10172,41,Planning|Trams|Public Transport Vehicle,39312,,1/24/2024 5:41:02 PM
10178,41,Police|Law Enforcement|Mental Health,5967,,1/24/2024 5:41:02 PM
10179,41,Political Development|Resiliency|Rating System,46533,,1/24/2024 5:41:02 PM
10184,41,Population Health|Ranking|Social Determinants Of Health,73647,,1/24/2024 5:41:02 PM
10187,41,Pre-Service Teachers|Instrumental Case|School Counselor,66864,,1/24/2024 5:41:02 PM
10199,41,Price Ceiling|Discount|Costs And Cost Analysis,63436,,1/24/2024 5:41:02 PM
10201,41,Primary Care|Clinical Training|Population Health Management,33141,,1/24/2024 5:41:02 PM
10210,41,Prostate-Specific Antigen|Early Detection of Cancer|Prostatic Neoplasms,11982,,1/24/2024 5:41:02 PM
10211,41,Prostatectomy|Prostatic Neoplasms|Comorbidity,25250,,1/24/2024 5:41:02 PM
10212,41,Prostatectomy|Surgical Margin|Prostatic Neoplasms,1321,,1/24/2024 5:41:02 PM
10224,41,Quality Of Life|Activity Limitations|Mental Distress,54547,,1/24/2024 5:41:02 PM
10233,41,Radiotherapy|Carotid Stenosis|Intensity Modulated Radiation Therapy,9639,,1/24/2024 5:41:02 PM
10235,41,Radius Fractures|Pronation|Distal,720,,1/24/2024 5:41:02 PM
10239,41,Refugees|Newcomers|Education,62508,,1/24/2024 5:41:02 PM
10240,41,Regain|Very Low Calorie Diet|Anthraquinones,92180,,1/24/2024 5:41:02 PM
10241,41,Rehabilitation|Traumatic Brain Injury|Road Traffic,84238,,1/24/2024 5:41:02 PM
10253,41,Retailing|Impulsive|Smart Cities,81556,,1/24/2024 5:41:02 PM
10256,41,Rhob GTP-binding Protein|Guanosine Triphosphatase|Cell Division,30687,,1/24/2024 5:41:02 PM
10261,41,Robotics|Elderly|Aging,96986,,1/24/2024 5:41:02 PM
10267,41,Rural Nursing|Rural Population|Occupational Stress,52595,,1/24/2024 5:41:02 PM
10269,41,Safety|Diphtheria|Combined Vaccines,22311,,1/24/2024 5:41:02 PM
10270,41,Sarcoma|Limb Salvage|Radiotherapy,2803,,1/24/2024 5:41:02 PM
10276,41,Scientific Societies|Terence|Trustees,34450,,1/24/2024 5:41:02 PM
10277,41,Second Language|Academic Achievement|Pupils,56213,,1/24/2024 5:41:02 PM
10280,41,Self-Employment|Entrepreneurship|Physical Disability,65159,,1/24/2024 5:41:02 PM
10282,41,Self-Rated Health|European Continental Ancestry Group|Moderators,79673,,1/24/2024 5:41:02 PM
10283,41,Sense Of Place|Art Music|Blackness,95840,,1/24/2024 5:41:02 PM
10287,41,Sexology|Navigators|Cancer,34645,,1/24/2024 5:41:02 PM
10289,41,Sexual Crime|Age of Consent|Biochemical Substance,66369,,1/24/2024 5:41:02 PM
10294,41,Sickness Absence|Personnel|Substance Use,15944,,1/24/2024 5:41:02 PM
10314,41,Spinal Cord Injuries|Rehabilitation|Early Twentieth-Century,87270,,1/24/2024 5:41:02 PM
10319,41,Store Choice|Retail Outlets|Schleswig-Holstein,33461,,1/24/2024 5:41:02 PM
10320,41,Stoves|Wood|Indoor Air Pollution,85632,,1/24/2024 5:41:02 PM
10327,41,Substance-Related Disorders|Juvenile Delinquency|Crack Cocaine,36764,,1/24/2024 5:41:02 PM
10333,41,Suicide|Suicidal Behavior|African American Women,35293,,1/24/2024 5:41:02 PM
10340,41,Tacrolimus|Transplant Recipients|Kidney Transplantation,14585,,1/24/2024 5:41:02 PM
10343,41,Teaching Quality|Medical Students|Delphi Method,11441,,1/24/2024 5:41:02 PM
10352,41,Tobacco Control|Racism|Ethicists,71368,,1/24/2024 5:41:02 PM
10358,41,Tourism|Seasonal Variation|Gini Index,41645,,1/24/2024 5:41:02 PM
10359,41,Tourists|Destination|Tourism Services,11766,,1/24/2024 5:41:02 PM
10362,41,Traffic Pollution|Road Network|China,78843,,1/24/2024 5:41:02 PM
10363,41,Transfer Of Learning|Multidimensional Data|Information Visualization,2842,,1/24/2024 5:41:02 PM
10368,41,Traumatic Brain Injury|Preschool Children|Family Functioning,4550,,1/24/2024 5:41:02 PM
10370,41,Trisomy 13|Edwards Syndrome|Newborn,23965,,1/24/2024 5:41:02 PM
10377,41,United States|Canada|Interviews,73955,,1/24/2024 5:41:02 PM
10384,41,Value of Statistical Life|Social Investment|Accidents,53027,,1/24/2024 5:41:02 PM
10394,41,Vitamin D|Non Insulin Dependent Diabetes Mellitus|Supplementation,1181,,1/24/2024 5:41:02 PM
10395,41,Vocation|Carpenter|Occupational Exposure,38712,,1/24/2024 5:41:02 PM
10680,41,Ecosystem Health|China|Ecological Civilisation,13759,,1/24/2024 5:41:02 PM
10887,41,Lewis Turning Point|Lewisian|China,36095,,1/24/2024 5:41:02 PM
10948,41,Nutrients|Submarines|Radon,8732,,1/24/2024 5:41:02 PM
42102,41,Abortion|Birth Rate|Family Planning,27038,,1/24/2024 5:41:02 PM
42103,41,Abiraterone Acetate|Castration-Resistant Prostatic Neoplasms|Cabazitaxel,300,,1/24/2024 5:41:02 PM
42104,41,Advanced Practice Provider|Emergency Medicine|Hospital Emergency Service,40307,,1/24/2024 5:41:02 PM
42105,41,Accessibility|Huff Model|Global Positioning System,16665,,1/24/2024 5:41:02 PM
42106,41,Accounting History|Double-Entry Bookkeeping|Social Responsibility,3278,,1/24/2024 5:41:02 PM
42107,41,Addressing|Outcome|Local,85602,,1/24/2024 5:41:02 PM
42108,41,Activated Sludge|Anaerobic Digestion|Pretreatment,2229,,1/24/2024 5:41:02 PM
42109,41,Advance Care Planning|Advance Directives|End Of Life,648,,1/24/2024 5:41:02 PM
42110,41,Active Food Packaging|Packaging Films|Antioxidant,13907,,1/24/2024 5:41:02 PM
42111,41,Aflatoxin B1|Zearalenone|Detoxification,17163,,1/24/2024 5:41:02 PM
42112,41,Activity-Based Costing|Michael Porter|Quality Improvement,48593,,1/24/2024 5:41:02 PM
42113,41,Agricultural Prices|Impulse Response Analysis|Exchange Rates,53971,,1/24/2024 5:41:02 PM
42115,41,Agroindustrial Complex|Economics|EAEU,27875,,1/24/2024 5:41:02 PM
42116,41,Agroecology|Food Systems|Peasants' Movement,48050,,1/24/2024 5:41:02 PM
42117,41,Accident Reconstruction|Accident|Injury Scale,14482,,1/24/2024 5:41:02 PM
42118,41,Air Medical Transport|Emergency Health Service|Helicopter,11464,,1/24/2024 5:41:02 PM
42119,41,Academic Libraries|Constructionist Learning|Education,39884,,1/24/2024 5:41:02 PM
42120,41,Algicide|Methiozolin|Prodiamine,20322,,1/24/2024 5:41:02 PM
42121,41,Animals|Chrysomelidae|Imidacloprid,16866,,1/24/2024 5:41:02 PM
42122,41,4-Hydroxyphenylpyruvate Dioxygenase|Mesotrione|Algicide,27942,,1/24/2024 5:41:02 PM
42123,41,Animals|Space Use|Habitat Selection,11868,,1/24/2024 5:41:02 PM
42124,41,Abundance|Biodiversity|Insects,1147431,,1/24/2024 5:41:02 PM
42125,41,Accommodation|English Learners|Students With Disabilities,24039,,1/24/2024 5:41:02 PM
42126,41,25-Hydroxyvitamin D|Vitamin D Deficiency|Ergocalciferols,146,,1/24/2024 5:41:02 PM
42127,41,Accelerometry|Exercise|Sedentary Lifestyle,1746,,1/24/2024 5:41:02 PM
42128,41,3-Dehydroquinate Dehydratase|Shikimic Acid|3-Dehydroshikimate,23686,,1/24/2024 5:41:02 PM
42129,41,Absorption Refrigeration|Solar Cooling|Cooling Systems,2511,,1/24/2024 5:41:02 PM
42130,41,1-Aminocyclopropane-1-Carboxylate Deaminase|Plant Growth-promoting Rhizobacteria|Bacteria,10696,,1/24/2024 5:41:02 PM
42131,41,Acute Care|Appendicitis|Emergencies,21627,,1/24/2024 5:41:02 PM
42132,41,Abstracts|Clinical Trials|Reporting Bias,3773,,1/24/2024 5:41:02 PM
42133,41,Aboriginal|Indigenous Population|Praxis,69793,,1/24/2024 5:41:02 PM
42134,41,Anthonomus Grandis|Enslavement|School Quality,29763,,1/24/2024 5:41:02 PM
42135,41,Ageism|Intergenerational|Service Learning,8879,,1/24/2024 5:41:02 PM
42136,41,3D Printers|Ergonomics|Plastic Filaments,17201,,1/24/2024 5:41:02 PM
42137,41,Antisemitism|Liberal Democracy|Jews,81129,,1/24/2024 5:41:02 PM
42138,41,Agglomeration Economies|Creative Class|China,3423,,1/24/2024 5:41:02 PM
42139,41,Agroindustry|Food Systems|Farms,58263,,1/24/2024 5:41:02 PM
42140,41,Activity-Based Costing|Information Costs|Cost-Benefit Analysis,8410,,1/24/2024 5:41:02 PM
42141,41,Air Curtains|Cold Chain|Refrigeration,30676,,1/24/2024 5:41:02 PM
42142,41,Adobe|Masonry|Cement,14229,,1/24/2024 5:41:02 PM
42143,41,Adenoid Cystic Carcinoma|Cancer|Salivary Gland Neoplasms,2384,,1/24/2024 5:41:02 PM
42144,41,Algicide|Variegate Porphyria|Abutilon Theophrasti,19355,,1/24/2024 5:41:02 PM
42145,41,Aerosol|Air-assisted Sprayers|Aerial Spraying,1633,,1/24/2024 5:41:02 PM
42146,41,Ambulances|Location-Allocation|Emergency Vehicles,3729,,1/24/2024 5:41:02 PM
42147,41,Age Estimation|Age at Death|Forensic Anthropology,12501,,1/24/2024 5:41:02 PM
42148,41,2 (4 Chloro 2 Methylphenoxy)Acetic Acid|Algicide|Sand Filters,20491,,1/24/2024 5:41:02 PM
42149,41,Aflatoxins|Zea Mays|Fumonisins,8030,,1/24/2024 5:41:02 PM
42150,41,Appalachian Region|Kentucky|Cancer,43434,,1/24/2024 5:41:02 PM
42151,41,Abdominal Pain|Digestive System Function Disorder|Gastrointestinal Diseases,4103,,1/24/2024 5:41:02 PM
42152,41,Aftershock|Earthquake|Seismicity,1611,,1/24/2024 5:41:02 PM
42153,41,Agriculture|Patient Protection and Affordable Care Act|Lexical Networks,72346,,1/24/2024 5:41:02 PM
42154,41,Accountable Care Organizations|Primary Care|Medicare,5693,,1/24/2024 5:41:02 PM
42155,41,Algicide|Herbicides|Aminocyclopyrachlor,25217,,1/24/2024 5:41:02 PM
42156,41,Affective Forecasting|Happiness|Emotion,37287,,1/24/2024 5:41:02 PM
42157,41,Acculturation|Emigrants and Immigrants|National Identification,14393,,1/24/2024 5:41:02 PM
42158,41,Achievement Goals|Self Efficacy|Mindset,2889,,1/24/2024 5:41:02 PM
42159,41,Abdominal Aortic Aneurysm|Aortic Rupture|Period Prevalence,8938,,1/24/2024 5:41:02 PM
42160,41,"7-(6-Fluoropyridin-3-Yl)-5H-Pyrido(4,3-B)Indole|Florbetaben|Alzheimer Disease",2346,,1/24/2024 5:41:02 PM
42161,41,Abaca|Sustainability|Infrastructure,81227,,1/24/2024 5:41:02 PM
42162,41,Abandonment|Farm|Cropland,78210,,1/24/2024 5:41:02 PM
42163,41,Aboriginal|Hospitalization|Acute Coronary Syndrome,31708,,1/24/2024 5:41:02 PM
42164,41,Acrylamide Derivative|Glycidamide|Potato Chips,2632,,1/24/2024 5:41:02 PM
42165,41,Advanced Practice Provider|Nurse Practitioners|Profession,14334,,1/24/2024 5:41:02 PM
42167,41,Accident Prevention|Childhood Injury|Attention Deficit Hyperactivity Disorder,3555,,1/24/2024 5:41:02 PM
42168,41,Accreditation|Quality Management System|Health Care Quality,21164,,1/24/2024 5:41:02 PM
42169,41,Aboriginal|Indigenous People|Maternal Welfare,48805,,1/24/2024 5:41:02 PM
42170,41,Acne Vulgaris|Sebaceous Glands|Sebum,17847,,1/24/2024 5:41:02 PM
42171,41,Acacia Mangium|Eucalyptus Pellita|Plantations,39546,,1/24/2024 5:41:02 PM
42173,41,Action Recognition|Convolutional Neural Network|Video Surveillance,561,,1/24/2024 5:41:02 PM
42174,41,Acute Coronary Syndrome|ST Segment Elevation Myocardial Infarction|Chest Pain,9244,,1/24/2024 5:41:02 PM
42175,41,Acupuncture|Gap Junctions|Singular Point,78583,,1/24/2024 5:41:02 PM
42176,41,Aboriginal|Torres Strait|Cancer,31600,,1/24/2024 5:41:02 PM
42177,41,"4-Vinyl-2,6-Dimethoxyphenol|Sinapine|Antioxidant",22872,,1/24/2024 5:41:02 PM
42178,41,Agricultural Research|Platforms|CGIAR,37038,,1/24/2024 5:41:02 PM
42179,41,Acetosulfame|Trichlorosucrose|Cyclamates,22625,,1/24/2024 5:41:02 PM
42180,41,Abdominal Muscles|Core Stability|Low Back Pain,3107,,1/24/2024 5:41:02 PM
42181,41,Algicide|Hexazinone|Imidazolinone Herbicides,18085,,1/24/2024 5:41:02 PM
42182,41,Alzheimer Disease|Macrophage Colony-Stimulating Factor|Synapses,15117,,1/24/2024 5:41:02 PM
42183,41,Ambivalence|Persuasion|Emotion,12110,,1/24/2024 5:41:02 PM
42184,41,Abdominal Pain|Acute Abdomen|Hospital Emergency Service,32366,,1/24/2024 5:41:02 PM
42185,41,Addiction Medicine|Crisis Intervention|Patient with Addiction,13613,,1/24/2024 5:41:02 PM
42186,41,Aedes Albopictus|Culicidae|Aedes,5141,,1/24/2024 5:41:02 PM
42187,41,Agriculture|Stochastic Frontier Model|Metafrontier,2257,,1/24/2024 5:41:02 PM
42188,41,Academic Achievement|Reading Comprehension|Behavioral Genetics,22038,,1/24/2024 5:41:02 PM
